ID      x    y   RA(m:s)  Dec(m:s)   mt  mi     U-B   B-V   V-I    S/N   area  r1(")   b/a   PA  Flags
3-908.0         1619.0 1926.0 36:59.533 12:21.19  24.05  24.08   0.10   0.53   0.50 127.35   2.91  0.88   0.26  113           
3-908.1         1601.0 1903.0 36:59.386 12:21.75  24.54  24.76   0.16   0.61   0.38 133.52   0.94  0.32   0.67   81          S
3-908.2         1619.0 1926.0 36:59.533 12:21.19  25.14  25.36   0.07   0.44   0.64 119.72   0.52  0.21   0.87  142          S
3-909.0         1574.0 1937.0 36:59.322 12:20.08  29.26  29.71    ...  >0.44   0.08   5.25   0.06  0.09   0.59   10          S
3-910.0         1057.0 1947.0 36:56.643 12:11.51  29.03  29.11    ...  >0.96   0.11   8.55   0.08  0.09   0.76  177          S
3-911.0         1681.0 1944.0 36:59.897 12:21.52  26.94  27.04  >1.10   0.30   0.07  25.40   0.30  0.15   0.82  177          S
3-912.0         1319.0 1953.0 36:58.026 12:15.45  28.77  29.01    ...  >0.89   0.61   9.45   0.11  0.12   0.57  179          S
3-913.0          215.0 1962.0 36:52.278 11:57.61  28.99  29.08  >0.25  -0.14   0.25   9.27   0.07  0.08   0.86   79          S
3-914.0         1856.0 1963.0 37:00.855 12:23.60 >30.82 >30.82    ...    ...  >1.08   3.11   0.04  0.06   0.56    8          S
3-915.0          380.0 1948.0 36:53.108 12:00.74  24.99  25.03   1.11   0.13   0.11  91.03   0.94  0.26   0.81   22          S
3-916.0         1374.0 1946.0 36:58.297 12:16.58  25.59  25.60  >1.94   0.35   0.24  60.28   0.71  0.19   0.61  142          S
3-917.0         1580.0 1961.0 36:59.408 12:19.29  28.46  28.61    ...  >0.99   0.98  13.08   0.16  0.12   0.80   64          S
3-918.0         1832.0 1965.0 37:00.734 12:23.14  29.88  29.95    ...  >0.26   0.56   4.93   0.05  0.08   0.81  133          S
3-919.0          674.0 1967.0 36:54.687 12:04.71  29.03  29.41 >-0.61   0.25   0.23   5.79   0.10  0.16   0.30  162          S
3-920.0         1890.0 1925.0 37:00.947 12:25.52  25.85  25.96  >1.08   0.57   0.08  35.42   0.96  0.52   0.18  173           
3-920.1         1890.0 1925.0 37:00.947 12:25.52  26.04  26.16  >1.13   0.55   0.13  37.21   0.68  0.33   0.36  175          S
3-920.2         1880.0 1964.0 37:00.983 12:23.94  27.82  27.94 >-0.31   0.89  -0.13  12.21   0.23  0.18   0.64   16          S
3-921.0          980.0 1971.0 36:56.295 12:09.42  29.79  30.20    ...  >0.21 <-0.04   3.76   0.04  0.08   0.81  129          S
3-922.0         1744.0 1968.0 37:00.281 12:21.64  28.29  28.44  >0.36  -0.11   0.14   9.93   0.18  0.18   0.32  175          S
3-923.0         1446.0 1960.0 36:58.705 12:17.21  25.16  25.22   0.58   0.86   0.51  71.43   1.27  0.35   0.29   37          S
3-924.0         1054.0 1974.0 36:56.689 12:10.48  28.39  28.42  >0.31   0.38  -0.19  12.04   0.12  0.10   0.86  139          S
3-925.0          845.0 1954.0 36:55.551 12:07.90  25.84  25.85   0.11   0.18   0.81  55.50   0.97  0.49   0.19   26          S
3-926.0         1533.0 1975.0 36:59.194 12:18.04  29.57  30.12    ...  >0.23   0.01   4.17   0.04  0.07   0.48    0          S
3-927.0         1922.0 1974.0 37:01.225 12:24.24  28.93  29.12    ...  >0.50   0.90   7.65   0.13  0.13   0.74   63          S
3-928.0         1145.0 1975.0 36:57.166 12:11.89  28.20  28.23 >-0.50   0.91   0.55  11.34   0.24  0.18   0.58  166          S
3-929.0          931.0 1979.0 36:56.057 12:08.35  29.60  30.02    ...  >0.27   0.16   4.83   0.04  0.07   0.73   95          S
3-930.0         1581.0 1979.0 36:59.454 12:18.65  29.45  29.68    ...  >0.19   1.18   6.35   0.10  0.13   0.65   13          S
3-931.0          506.0 1982.0 36:53.843 12:01.50  29.97  30.39    ... >-0.12   0.25   3.18   0.04  0.08   0.78   56          S
3-932.0         2009.0 1967.0 37:01.664 12:25.87  24.41  24.47   0.15   0.09   0.62  74.45   1.95  0.42   0.57  155          B
3-932.1         2009.0 1967.0 37:01.664 12:25.87  24.62  24.69   0.19   0.03   0.66  88.42   1.17  0.29   0.62   54          B
3-932.2         2008.0 1939.0 37:01.595 12:26.88  26.32  26.39  -0.05   0.58   0.39  23.87   0.67  0.29   0.48   97         BS
3-932.11        2009.0 1967.0 37:01.664 12:25.87  24.66  24.78   0.18   0.02   0.64 107.44   0.72  0.26   0.55   49         BS
3-932.12        2022.0 1971.0 37:01.741 12:25.93  28.21  28.33    ...  >1.33   0.45  13.94   0.07  0.11   0.54   17         BS
3-933.0          350.0 1980.0 36:53.024 11:59.09  28.92  29.12 >-0.01  -0.12  -0.30   6.15   0.10  0.13   0.52  178          S
3-934.0          541.0 1983.0 36:54.029 12:02.01  29.83  30.11    ...  >0.11   0.11   3.74   0.05  0.08   0.65   69          S
3-935.0         2030.0 1984.0 37:01.812 12:25.59  28.15  28.63    ...  >0.88   0.44   6.17   0.05  0.08   0.45   84         BS
3-936.0         1127.0 1984.0 36:57.093 12:11.27  28.70  28.85 >-0.66   0.76   0.07   7.38   0.13  0.15   0.77   44          S
3-937.0          416.0 1982.0 36:53.373 12:00.07  27.69  27.89   0.69  -0.01   0.00  13.10   0.20  0.16   0.55   89          S
3-938.0          554.0 1978.0 36:54.085 12:02.40  27.56  27.55  >0.19   0.55   0.33  15.93   0.34  0.31   0.30  111           
3-938.1          563.0 1984.0 36:54.146 12:02.33  28.26  28.51  -0.43   0.80   0.34  13.08   0.10  0.14   0.50  168          S
3-938.2          554.0 1978.0 36:54.085 12:02.40  28.37  28.62 >-0.06   0.65   0.03  12.36   0.07  0.10   0.62  138          S
3-939.0         1315.0 1984.0 36:58.075 12:14.25  26.97  27.08   0.60  -0.08   0.18  20.06   0.43  0.22   0.45    7          S
3-940.0          410.0 1994.0 36:53.369 11:59.53  26.90  27.01  >0.35   0.65   0.31  20.21   0.45  0.53   0.18   82           
3-940.1          391.0 1990.0 36:53.261 11:59.38  27.43  27.66 >-0.13   0.92   0.35  17.22   0.23  0.18   0.72  113          S
3-940.2          410.0 1994.0 36:53.369 11:59.53  27.94  28.17  >0.36   0.46   0.23  16.52   0.09  0.11   0.65   68          S
3-941.0          503.0 1994.0 36:53.855 12:01.01  28.95  29.20 >-0.34   0.42  -0.31   6.04   0.06  0.08   0.47  123          S
3-942.0          341.0 1991.0 36:53.002 11:58.55  26.38  26.57   1.18  -0.02  -0.06  27.57   0.38  0.21   0.41   72          S
3-943.0         1001.0 1983.0 36:56.432 12:09.31  23.59  23.63   0.53   0.67   0.32 176.65   2.19  0.42   0.37   59          S
3-944.0          840.0 1994.0 36:55.616 12:06.36  28.18  28.31    ...  >1.27   0.38  12.59   0.13  0.11   0.93   90          S
3-945.0          465.0 1995.0 36:53.659 12:00.37  26.71  26.76  >0.63   0.90   0.23  28.71   0.32  0.15   0.77   15          S
3-946.0          785.0 1994.0 36:55.328 12:05.48  26.33  26.33  -0.04   0.06   0.50  41.18   0.44  0.16   0.68   95          S
3-947.0         1765.0 2000.0 37:00.463 12:20.80  29.11  29.41    ...  >0.13   0.98   6.09   0.10  0.14   0.77   35          S
3-948.0         1273.0 2001.0 36:57.894 12:12.97  27.46  27.55  >0.13   0.69   0.59  19.29   0.21  0.14   0.65    4          S
3-949.0         1712.0 2004.0 37:00.195 12:19.82  28.24  28.33 >-0.47   0.60   0.39   9.69   0.17  0.21   0.45   25          S
3-950.0          604.0 1996.0 36:54.387 12:02.54  25.34  25.42   0.79   0.40   0.67  60.36   1.09  0.34   0.38  177           
3-950.1          604.0 1996.0 36:54.387 12:02.54  25.49  25.58   0.94   0.49   0.75  66.31   0.78  0.26   0.53  164          S
3-950.2          615.0 1974.0 36:54.395 12:03.52  27.58  27.68   0.29   0.05   0.01  17.63   0.16  0.12   0.65   92          S
3-951.0         1651.0 1999.0 36:59.865 12:19.03  28.06  28.08    ...  >0.47   2.48  24.32   0.49  0.44   0.25   57           
3-951.1         1636.0 2001.0 36:59.791 12:18.72  28.72  28.68    ...  >0.37   2.48  22.66   0.23  0.17   0.74   82          S
3-951.2         1651.0 1999.0 36:59.865 12:19.03  28.92  28.87    ...  >0.52   1.92  16.37   0.13  0.12   0.74   86          S
3-952.0         1811.0 1995.0 37:00.692 12:21.71  26.79  26.99  >0.06   0.82   0.74  20.82   0.52  0.26   0.48  123          S
3-953.0          769.0 2010.0 36:55.281 12:04.65  29.34  29.69 >-0.47  -0.02 <-0.27   3.74   0.04  0.07   0.51   80          S
3-954.0          385.0 2013.0 36:53.282 11:58.44  27.98  28.06  >0.44  -0.03  -0.27   9.08   0.14  0.13   0.65  167          S
3-955.0          669.0 2004.0 36:54.745 12:03.28  26.06  26.16  >1.19   0.33   0.08  29.49   0.60  0.39   0.24  102          B
3-955.1          669.0 2004.0 36:54.745 12:03.28  26.74  27.29  >0.81   0.59   0.09  26.49   0.12  0.13   0.44  109          S
3-955.2          681.0 2015.0 36:54.833 12:03.07  26.89  27.44  >0.95   0.35  -0.03  23.11   0.11  0.15   0.71  104         BS
3-956.0          143.0 1991.0 36:51.967 11:55.41  24.01  24.11   0.78   0.79   0.39  63.33   3.61  0.57   0.88  123          B
3-956.1          143.0 1991.0 36:51.967 11:55.41  24.13  24.49   0.82   0.85   0.44  81.64   1.56  0.43   0.54  151          B
3-956.2          168.0 2000.0 36:52.118 11:55.48  26.46  26.82  >1.17   0.47  -0.03  29.04   0.16  0.12   0.74   88          S
3-956.11         143.0 1991.0 36:51.967 11:55.41  24.16  24.60   0.75   0.82   0.44  84.12   1.27  0.39   0.52  146          B
3-956.12         136.0 2016.0 36:51.988 11:54.38  28.01  28.45 >-0.08   0.75   0.56  14.60   0.05  0.08   0.72  171         BS
3-956.111        143.0 1991.0 36:51.967 11:55.41  24.28  25.40   1.05   0.86   0.47  82.02   0.37  0.22   0.61  166         BS
3-956.112        137.0 1977.0 36:51.904 11:55.82  26.59  27.71   0.50   0.44   0.27  24.80   0.06  0.09   0.76   57          S
3-957.0         1352.0 2002.0 36:58.309 12:14.18  23.92  23.93   0.43   0.15   0.58 157.25   1.55  0.23   0.83   90         BS
3-958.0         1720.0 2017.0 37:00.266 12:19.47  26.77  26.87  >0.63   0.55   0.87  28.12   0.27  0.13   0.70   44          S
3-959.0         1852.0 2026.0 37:00.977 12:21.23  27.80  28.00  >0.11   0.13   0.54  10.06   0.17  0.17   0.63   94         BS
3-960.0          483.0 2029.0 36:53.830 11:59.41  29.01  28.98  >0.20  -0.24   0.00   6.42   0.06  0.09   0.55   84         BS
3-961.0         1994.0 2024.0 37:01.714 12:23.55  24.78  25.13   0.56  -0.28   0.73  75.58   0.54  0.15   0.88  172         BS
3-962.0          927.0 2036.0 36:56.165 12:06.20  27.60  27.62    ...  >1.67  -0.13  11.00   0.09  0.10   0.97  120         BS
3-963.0         1238.0 2040.0 36:57.800 12:10.99 >30.07 >30.07  >0.58 <-1.44  >1.79   7.02   0.04  0.08   0.55  109         BS
3-964.0         1384.0 2034.0 36:58.549 12:13.52  25.09  26.17   0.33  -0.96   1.47  52.44   0.93  0.33   0.53   25         BS
3-965.0         1183.0 2028.0 36:57.485 12:10.55  22.23  22.32   0.42   1.04   1.29 328.06   8.91  0.77   0.45   12          B
3-965.1         1183.0 2028.0 36:57.485 12:10.55  22.24  22.32   0.40   1.10   1.25 375.36   7.22  0.76   0.43   12          B
3-965.2         1150.0 2037.0 36:57.333 12:09.70  28.12  28.20  >0.38   0.57   0.42  16.69   0.08  0.11   0.65  109         BS
3-965.11        1183.0 2028.0 36:57.485 12:10.55  22.25  22.40   0.45   1.14   1.28 461.36   5.10  0.69   0.38    9          B
3-965.12        1234.0 2010.0 36:57.711 12:12.02  27.27  27.43   0.67   0.11   0.30  30.16   0.09  0.12   0.57  111         BS
3-965.111       1183.0 2028.0 36:57.485 12:10.55  22.30  22.65   0.63   1.33   1.36 629.82   2.49  0.49   0.37  175          B
3-965.112       1222.0 1987.0 36:57.596 12:12.67  25.60  25.95   0.30   0.66   0.92  83.82   0.30  0.21   0.68   43          S
3-965.1111      1183.0 2028.0 36:57.485 12:10.55  22.32  22.73   0.67   1.36   1.38 671.90   2.04  0.46   0.36  174          B
3-965.1112      1177.0 2040.0 36:57.481 12:10.02  26.89  27.30 >-0.47   2.44   1.36  74.16   0.06  0.12   0.34   62         BS
3-965.11111     1183.0 2028.0 36:57.485 12:10.55  22.33  22.75   0.71   1.39   1.39 682.10   1.94  0.45   0.38  173          B
3-965.11112     1205.0 1987.0 36:57.507 12:12.40  27.08  27.50   0.17   0.21   0.49  39.69   0.05  0.09   0.75   18          S
3-965.111111    1183.0 2028.0 36:57.485 12:10.55  22.59  23.05   1.77   1.85   1.55 718.40   1.28  0.28   0.83  171         BS
3-965.111112    1192.0 1995.0 36:57.457 12:11.90  23.99  24.46   0.18   0.56   0.62 231.10   0.41  0.19   0.82  102          S
