ID      x    y   RA(m:s)  Dec(m:s)   mt  mi     U-B   B-V   V-I    S/N   area  r1(")   b/a   PA  Flags
4-567.0         1977.0 1232.0 36:45.957 11:37.96  26.84  26.96  -0.05   0.18   0.59  31.10   0.37  0.17   0.79  132          S
4-568.0          142.0 1238.0 36:41.855 12:45.19  29.47  29.85    ...  >0.09   0.66   5.10   0.05  0.07   0.73   75          S
4-569.0          348.0 1237.0 36:42.317 12:37.65  28.99  29.58    ...  >0.54   0.03   5.45   0.07  0.12   0.34  123          S
4-570.0         1506.0 1237.0 36:44.886 11:55.17  29.22  29.94    ...  >0.48 <-0.34   4.67   0.05  0.12   0.53  114          S
4-571.0         1540.0 1220.0 36:45.051 11:54.18  25.05  25.16   0.18   0.30   0.78  66.30   1.85  0.39   0.96   78          S
4-572.0          955.0 1231.0 36:43.696 12:15.47  25.64  25.68  -0.06   0.48   0.57  52.12   1.24  0.34   0.92  172          S
4-573.0         1635.0 1244.0 36:45.136 11:50.32  28.45  28.70 >-0.41   0.71   0.17  10.29   0.12  0.10   0.73   67          S
4-574.0          120.0 1245.0 36:41.769 12:45.89  28.96  29.38    ...  >0.35   0.21   3.98   0.06  0.15   0.49  169         BS
4-575.0         1623.0 1248.0 36:45.088 11:50.70  29.69  29.91    ...  >0.38   0.31   5.21   0.05  0.10   0.52  121          S
4-576.0         1113.0 1235.0 36:44.025 12:09.61  25.41  25.51  >1.80   0.55   0.17  66.03   0.81  0.29   0.79  160           
4-576.1         1113.0 1235.0 36:44.025 12:09.61  25.65  25.86  >1.75   0.79   0.18  77.78   0.35  0.20   0.43   38          S
4-576.2         1126.0 1232.0 36:44.070 12:09.18  27.18  27.40   0.57  -0.03   0.13  32.65   0.13  0.12   0.57   83          S
4-577.0         1245.0 1248.0 36:44.250 12:04.57  28.98  29.11    ...  >1.02   0.44   9.24   0.08  0.09   0.82   32          S
4-578.0         1889.0 1248.0 36:45.678 11:40.94  29.84  30.26    ...  >0.21   0.48   4.52   0.04  0.08   0.41    5          S
4-579.0         1452.0 1243.0 36:44.735 11:57.05  25.45  25.51   0.11   0.50   0.41  99.34   0.45  0.13   0.93  143          S
4-580.0         1281.0 1247.0 36:44.335 12:03.26  28.98  29.10 >-0.40   0.33   0.36   7.71   0.12  0.11   0.83   95          S
4-581.0          612.0 1244.0 36:42.866 12:27.85  25.16  25.22   0.96   0.05   0.04  74.27   1.05  0.58   0.15  152           
4-581.1          612.0 1244.0 36:42.866 12:27.85  25.61  25.71   1.14   0.09   0.03  74.21   0.49  0.16   0.75  159           
4-581.2          648.0 1241.0 36:42.962 12:26.58  26.32  26.42   0.72   0.02   0.06  46.81   0.36  0.20   0.42  153           
4-581.11         612.0 1244.0 36:42.866 12:27.85  25.66  25.80   1.12   0.06   0.04  82.05   0.35  0.13   0.78  104          S
4-581.12         628.0 1247.0 36:42.886 12:27.22  28.95  29.09  >0.07   0.33  -0.07  10.46   0.06  0.11   0.40  148          S
4-581.21         648.0 1241.0 36:42.962 12:26.58  26.62  27.14   1.07  -0.01   0.13  50.22   0.09  0.10   0.77  125          S
4-581.22         639.0 1241.0 36:42.942 12:26.91  27.88  28.40   0.75  -0.03  -0.11  22.66   0.04  0.07   0.88  175          S
4-582.0         1825.0 1247.0 36:45.541 11:43.31  29.09  29.37 >-0.24  -0.17   0.83   7.32   0.13  0.14   0.50   74          S
4-583.0          905.0 1255.0 36:43.459 12:16.93  29.21  29.45 >-0.64   0.51   0.23   7.11   0.07  0.11   0.47  179          S
4-584.0          593.0 1254.0 36:42.772 12:28.39  29.16  29.71 <-1.09  >0.67 <-0.54   4.78   0.05  0.09   0.56   44          S
4-585.0          232.0 1247.0 36:42.007 12:41.75  28.52  28.86    ...  >0.68   0.81   9.03   0.17  0.18   0.34   22          S
4-586.0         1944.0 1256.0 36:45.758 11:38.80  29.40  29.46    ...  >0.69   0.55   7.79   0.07  0.09   0.60  108          S
4-587.0         1497.0 1258.0 36:44.756 11:55.17  29.68  30.29    ...  >0.12 <-0.09   3.38   0.04  0.10   0.54   64          S
4-588.0          179.0 1249.0 36:41.879 12:43.66  25.28  25.43  >1.33   0.55   0.12  46.44   1.36  0.41   0.63  154           
4-588.1          179.0 1249.0 36:41.879 12:43.66  25.33  25.54  >1.37   0.62   0.14  51.60   1.01  0.37   0.68  140          S
4-588.2          204.0 1258.0 36:41.887 12:42.60  28.70  28.91 >-0.18   0.38  -0.09   9.22   0.07  0.13   0.38   53          S
4-589.0         1312.0 1264.0 36:44.314 12:01.86  29.41  29.57 >-0.14  -0.22   0.81   7.91   0.08  0.11   0.60   89          S
4-590.0          864.0 1266.0 36:43.310 12:18.27  25.99  26.02  >1.84   0.27   0.21  53.73   0.53  0.19   0.59  153          S
4-591.0          888.0 1274.0 36:43.321 12:17.26  29.80  30.28    ...  >0.17   0.49   4.88   0.04  0.08   0.62   95          S
4-592.0         1872.0 1272.0 36:45.514 11:41.20  29.71  29.75 >-0.34  -0.03   0.23   5.56   0.06  0.08   0.86   80          S
4-593.0         1758.0 1270.0 36:45.272 11:45.41  26.67  26.75  >0.64   0.91   0.35  32.07   0.40  0.18   0.65  178          S
4-594.0         1735.0 1275.0 36:45.195 11:46.17  29.74  30.13    ...  >0.40  -0.17   4.29   0.04  0.08   0.50   79          S
4-595.0         1138.0 1277.0 36:43.860 12:08.04  28.94  28.99 >-0.16   0.49  -0.44   8.78   0.07  0.09   0.53   28          S
4-596.0         1651.0 1272.0 36:45.024 11:49.30  26.99  27.03   0.09   0.11   0.42  28.61   0.37  0.18   0.49   43          S
4-597.0          229.0 1278.0 36:41.838 12:41.37  29.79  30.04    ...  >0.16   1.04   5.82   0.06  0.09   0.59   84          S
4-598.0         1060.0 1273.0 36:43.708 12:10.97  27.95  28.04  -0.41   0.79   0.69  15.86   0.24  0.18   0.40  104          S
4-599.0          835.0 1276.0 36:43.193 12:19.18  26.27  26.28  >1.67   0.29  -0.01  44.78   0.41  0.15   0.62  163          S
4-600.0          872.0 1281.0 36:43.249 12:17.74  29.81  30.21    ... >-0.14   1.45   5.74   0.08  0.12   0.55   17          S
4-601.0         1619.0 1284.0 36:44.890 11:50.29  29.98  30.03    ...  >0.35   0.55   5.75   0.05  0.10   0.41   95          S
4-602.0          474.0 1272.0 36:42.413 12:32.48  25.30  25.32   1.60   0.24   0.23  84.08   0.71  0.17   0.72   54          S
4-603.0         1512.0 1267.0 36:44.742 11:54.48  26.44  26.55  >1.46   0.26  -0.08  31.26   0.49  0.24   0.54   22          S
4-604.0         1828.0 1271.0 36:45.422 11:42.82  26.34  26.50  >0.89   0.37   0.24  23.83   0.95  0.81   0.31  160           
4-604.1         1852.0 1281.0 36:45.423 11:41.79  26.58  26.80  >0.91   0.34   0.21  23.22   0.63  0.45   0.48   58          S
4-604.2         1828.0 1271.0 36:45.422 11:42.82  28.09  28.31 >-0.39   1.06   0.37  14.55   0.14  0.15   0.53   94          S
4-605.0          921.0 1282.0 36:43.353 12:15.93  27.71  27.80  >1.10  -0.05  -0.02  20.04   0.16  0.11   0.87  140          S
4-606.0          730.0 1285.0 36:42.913 12:22.89  28.27  28.27 >-0.20   0.82   0.24  14.50   0.15  0.13   0.84   28          S
4-607.0         1659.0 1287.0 36:44.963 11:48.78  29.80  30.19 >-0.39  -0.18   0.14   4.52   0.04  0.09   0.49   58          S
4-608.0         1978.0 1293.0 36:45.639 11:36.98  29.15  29.57    ...  >0.61   0.62   7.05   0.06  0.09   0.73  100          S
4-609.0          281.0 1295.0 36:41.864 12:39.20  29.03  29.40    ...  >0.38   0.72   7.10   0.11  0.16   0.58  154          S
4-610.0          367.0 1297.0 36:42.044 12:36.02  29.58  29.54 >-0.25   0.18  -0.09   6.13   0.05  0.07   0.97   29          S
4-612.0         1268.0 1299.0 36:44.033 12:02.93  29.50  30.11 >-0.27  -0.21  -0.00   4.20   0.04  0.11   0.27   75          S
4-613.0         1785.0 1298.0 36:45.185 11:43.98  28.17  28.28  -0.11   0.10   0.44  13.77   0.16  0.13   0.64   83          S
4-614.0          757.0 1304.0 36:42.873 12:21.60  29.19  29.69    ...  >0.45   0.43   6.58   0.07  0.10   0.75  120          S
4-615.0          394.0 1307.0 36:42.052 12:34.87  28.34  28.57  >0.59  -0.07   0.16  11.90   0.11  0.10   0.61  110          S
4-616.0          727.0 1307.0 36:42.791 12:22.66  28.82  28.98    ...  >0.96   0.40   9.58   0.10  0.11   0.56   36          S
4-617.0          183.0 1301.0 36:41.615 12:42.70  28.14  28.36 >-0.79   1.01   0.39  11.09   0.20  0.17   0.56   43          S
4-618.0         1814.0 1287.0 36:45.307 11:43.09  24.42  24.44   0.20   0.49   0.51 136.12   1.57  0.37   0.30   21          S
4-619.0          654.0 1310.0 36:42.613 12:25.29  27.77  27.88  >0.12   0.57   0.18  15.71   0.23  0.17   0.43   39          S
4-620.0         1448.0 1319.0 36:44.327 11:56.02  29.76  30.15    ...  >0.11   0.48   4.48   0.05  0.15   0.27   54          S
4-621.0         2011.0 1322.0 36:45.560 11:35.32  29.22  29.53    ...  >0.13   0.62   4.92   0.07  0.11   0.64    3          S
4-622.0         1904.0 1324.0 36:45.313 11:39.21  29.97  30.47    ... >-0.12   0.80   4.23   0.05  0.11   0.36  135          S
4-623.0          446.0 1325.0 36:42.073 12:32.68  29.10  29.49    ...  >0.70   0.02   6.93   0.06  0.08   0.86   19          S
4-624.0         1492.0 1321.0 36:44.415 11:54.37  28.75  29.01    ...  >0.86   0.19   7.86   0.11  0.14   0.69   68          S
4-625.0         1604.0 1322.0 36:44.658 11:50.25  26.73  26.67 >-0.49   1.72   1.57  44.27   0.82  0.32   0.37  169           
4-625.1         1604.0 1322.0 36:44.658 11:50.25  26.83  26.78 >-0.50   1.95   1.43  49.98   0.49  0.23   0.68  167          S
4-625.2         1582.0 1316.0 36:44.640 11:51.15  29.27  29.21    ...  >0.67   1.78  14.95   0.12  0.12   0.76   94          S
4-626.0         1275.0 1327.0 36:43.902 12:02.24  27.96  28.16   0.31  -0.19  -0.08  13.87   0.15  0.13   0.59  137          S
4-627.0         1522.0 1323.0 36:44.471 11:53.24  26.73  26.87   0.49   0.91   0.25  29.70   0.43  0.19   0.61   16          S
4-628.0         1732.0 1330.0 36:44.900 11:45.43  27.63  27.75  -0.11   0.14   0.72  18.55   0.32  0.20   0.72  128          S
4-629.0         1876.0 1338.0 36:45.177 11:40.02  28.99  29.42 >-0.34   0.32  -0.43   6.24   0.07  0.10   0.54  117          S
4-630.0          938.0 1338.0 36:43.096 12:14.43  28.72  28.97 >-0.72   0.97   0.00   8.91   0.08  0.10   0.91  161          S
4-631.0         1921.0 1332.0 36:45.308 11:38.47  25.33  25.38   1.20   0.16   0.03  76.43   0.69  0.21   0.60  154          S
4-632.0         1634.0 1342.0 36:44.619 11:48.84  29.39  29.38    ...  >0.77   0.55   9.00   0.07  0.08   0.85   72          S
4-633.0          737.0 1341.0 36:42.635 12:21.76  30.31  30.52    ... >-0.23   0.81   3.90   0.05  0.12   0.38   51          S
4-634.0          559.0 1342.0 36:42.234 12:28.27  27.41  27.49  -0.55   0.64   0.52  18.58   0.38  0.23   0.56    3          S
4-635.0          577.0 1337.0 36:42.300 12:27.69  26.50  26.58  -0.23   0.42   0.55  31.92   0.63  0.24   0.78   49          S
4-636.0          759.0 1347.0 36:42.652 12:20.86  26.84  26.91   0.44   0.53   0.50  38.15   0.27  0.13   0.93  143          S
4-637.0         1712.0 1347.0 36:44.766 11:45.90  26.97  27.07   0.50   0.52   0.33  25.53   0.40  0.21   0.92  167          S
4-638.0          178.0 1342.0 36:41.388 12:42.25  25.84  25.85   0.29   0.77   0.65  50.96   0.89  0.28   0.42    9           
4-638.1          178.0 1342.0 36:41.388 12:42.25  25.93  25.98   0.30   0.72   0.66  57.89   0.60  0.23   0.48   19          S
4-638.2          196.0 1348.0 36:41.397 12:41.50  28.56  28.61    ...  >1.20   0.49  12.43   0.11  0.12   0.91  123          S
4-639.0          281.0 1324.0 36:41.712 12:38.75  24.49  24.55  >2.51   0.29   0.39 106.76   1.72  0.51   0.34   95           
4-639.1          281.0 1324.0 36:41.712 12:38.75  24.74  24.82  >2.82   0.09   0.17 107.81   1.01  0.25   0.78   22          S
4-639.2          266.0 1351.0 36:41.537 12:38.88  26.18  26.26 >-0.36   2.26   0.96  60.08   0.51  0.19   0.82  111          S
4-640.0         1437.0 1358.0 36:44.098 11:55.82  29.65  29.81    ...  >0.36   0.92   6.65   0.07  0.13   0.34   70          S
4-641.0          461.0 1354.0 36:41.954 12:31.68  28.04  28.24  -0.39   0.42   0.32  12.39   0.19  0.14   0.57   36          S
4-642.0         1976.0 1359.0 36:45.289 11:36.03  29.63  29.87    ...  >0.50   0.18   5.43   0.05  0.08   0.68   44          S
4-644.0         1680.0 1367.0 36:44.590 11:46.76  29.77  29.99    ...  >0.14   0.78   5.98   0.06  0.10   0.63  130          S
4-645.0         1107.0 1368.0 36:43.314 12:07.77  29.10  29.45 >-0.33   0.19   0.53   6.80   0.08  0.13   0.43  172          S
4-646.0          485.0 1366.0 36:41.944 12:30.62  27.08  27.20   1.16   0.04   0.06  25.46   0.25  0.14   0.93   15          S
4-647.0          578.0 1368.0 36:42.140 12:27.17  29.10  29.15 >-0.24   0.27   0.78   9.34   0.10  0.11   0.87  114          S
4-648.0          650.0 1371.0 36:42.284 12:24.49  29.85  30.14    ...  >0.27  -0.18   4.27   0.04  0.08   0.51  123          S
4-649.0         1015.0 1371.0 36:43.094 12:11.10  29.25  29.33 >-0.15   0.16   0.17   7.61   0.07  0.09   0.86   57          S
4-650.0          134.0 1376.0 36:41.112 12:43.34  28.44  28.49  -0.40  -0.14   0.26   7.12   0.11  0.12   0.72  143         BS
4-651.0          164.0 1375.0 36:41.184 12:42.25  26.49  26.54   0.55   0.08   0.13  32.79   0.39  0.18   0.59  142          S
4-652.0          636.0 1379.0 36:42.211 12:24.87  28.76  29.01 >-0.57   0.60  -0.20   7.79   0.10  0.11   0.63   71          S
4-653.0         1499.0 1380.0 36:44.120 11:53.20  27.52  27.78  >0.77   0.17  -0.38  15.06   0.22  0.19   0.44  139          S
4-654.0         1681.0 1384.0 36:44.503 11:46.46  29.72  30.23 >-0.39  -0.34   0.82   5.81   0.05  0.08   0.65  157          S
4-655.0          941.0 1383.0 36:42.867 12:13.62  28.52  28.58  >0.55   0.12  -0.43  11.49   0.08  0.10   0.61   70          S
4-656.0          883.0 1350.0 36:42.911 12:16.26  21.27  21.28   0.64   0.90   0.57 760.06   9.63  0.61   0.93  170           
4-656.1          883.0 1350.0 36:42.911 12:16.26  21.27  21.33   0.64   0.90   0.56 1094.45   5.22  0.56   0.91    5          S
4-656.2          918.0 1332.0 36:43.083 12:15.26  27.38  27.44   0.04   0.94   0.32  39.13   0.09  0.11   0.77  133          S
4-657.0          692.0 1395.0 36:42.251 12:22.57  29.69  30.07    ...  >0.25   0.08   4.59   0.05  0.10   0.50   86          S
4-658.0         1759.0 1373.0 36:44.734 11:43.77  25.22  25.26   0.09   0.50   0.49  77.12   1.10  0.25   0.51   25           
4-658.1         1759.0 1373.0 36:44.734 11:43.77  25.28  25.37   0.10   0.44   0.45  99.54   0.59  0.19   0.48   11          S
4-658.2         1765.0 1393.0 36:44.642 11:43.24  28.42  28.51    ...  >1.28   0.99  16.47   0.13  0.15   0.55   37          S
4-659.0          404.0 1395.0 36:41.612 12:33.14  29.44  29.79  >0.06  -0.33  -0.12   5.98   0.05  0.07   0.75   76          S
4-660.0          995.0 1390.0 36:42.950 12:11.53  25.87  25.93  >2.10   0.05  -0.02  53.47   0.52  0.21   0.46  119          S
4-661.0          346.0 1369.0 36:41.620 12:35.67  24.96  25.03   0.60   0.79   0.64  92.95   1.19  0.26   0.48   45           
4-661.1          346.0 1369.0 36:41.620 12:35.67  25.12  25.18   0.34   0.83   0.68 105.79   0.79  0.18   0.82    0          S
4-661.2          347.0 1390.0 36:41.512 12:35.31  27.16  27.22  >0.54   0.61   0.21  21.53   0.36  0.31   0.27  170          S
4-662.0         1848.0 1399.0 36:44.795 11:40.10  29.00  29.16    ...  >0.75   0.18   7.19   0.09  0.13   0.49  107          S
4-663.0         1458.0 1403.0 36:43.909 11:54.35  30.57  30.82    ... >-0.40   1.78   5.81   0.05  0.08   0.51  135          S
4-664.0         1105.0 1405.0 36:43.115 12:07.27  28.21  28.28  >0.89  -0.16  -0.06  13.74   0.13  0.11   0.65  176          S
4-665.0          676.0 1404.0 36:42.168 12:23.02  26.56  26.62   0.64   0.02   0.15  39.18   0.32  0.15   0.79  165          S
4-666.0         1156.0 1410.0 36:43.202 12:05.32  29.36  29.42 >-0.44   0.23   0.31   7.19   0.08  0.11   0.45  176          S
4-668.0          120.0 1412.0 36:40.892 12:43.29  30.03  30.18    ... >-0.17   0.89   2.99   0.04  0.08   0.41   67         BS
4-669.0         1381.0 1412.0 36:43.691 11:57.03  28.41  28.53  -0.34   0.70   0.53  13.03   0.13  0.10   0.89   64          S
4-670.0         1967.0 1416.0 36:44.969 11:35.47  29.68  29.97    ...  >0.26  -0.03   4.69   0.06  0.11   0.58   88          S
4-671.0          782.0 1413.0 36:42.356 12:18.99  27.34  27.48   0.01   0.19   0.75  23.13   0.32  0.17   0.58    2          S
4-672.0          574.0 1399.0 36:41.968 12:26.84  25.39  25.53   0.77   0.01  -0.07  45.48   1.33  0.47   0.63    2           
4-672.1          574.0 1399.0 36:41.968 12:26.84  25.61  26.27   0.73  -0.02  -0.12  53.17   0.32  0.28   0.30  141          S
4-672.2          590.0 1411.0 36:41.941 12:26.07  27.27  27.93   0.53   0.14  -0.03  20.47   0.11  0.20   0.35  177          S
4-673.0          111.0 1423.0 36:40.814 12:43.45  27.70  27.85    ...  >1.96  -0.62  11.84   0.06  0.10   0.53  103         BS
4-674.0         1622.0 1419.0 36:44.189 11:48.08  29.03  28.99 >-0.03   0.14   0.36   9.06   0.10  0.12   0.69  106          S
4-675.0         1566.0 1425.0 36:44.033 11:50.04  28.39  28.61 >-0.10   0.44   0.09  10.45   0.13  0.11   0.83    7          S
4-676.0          459.0 1400.0 36:41.708 12:31.04  25.32  25.47  >2.02   0.23   0.05  58.94   1.03  0.38   0.41   80           
4-676.1          459.0 1400.0 36:41.708 12:31.04  25.58  25.83   2.05   0.27   0.06  73.56   0.40  0.18   0.54   26          S
4-676.2          445.0 1423.0 36:41.556 12:31.20  26.99  27.25  >1.01   0.36  -0.01  25.81   0.25  0.37   0.26  153           
4-676.21         445.0 1423.0 36:41.556 12:31.20  27.56  27.94  >0.72   0.40  -0.13  19.77   0.12  0.18   0.36    4          S
4-676.22         462.0 1421.0 36:41.604 12:30.60  27.98  28.36  >0.47   0.43   0.02  16.87   0.08  0.12   0.49  145          S
4-677.0         1270.0 1421.0 36:43.397 12:00.97  27.79  27.84  >0.62   0.14  -0.25  14.16   0.25  0.16   0.71   54          S
4-678.0          128.0 1432.0 36:40.805 12:42.69  29.66  29.92    ... >-0.09   1.08   4.02   0.04  0.11   0.38  111         BS
4-679.0         1322.0 1435.0 36:43.439 11:58.84  29.19  29.40 >-0.31   0.15   0.41   6.85   0.08  0.13   0.42   21          S
4-680.0         1706.0 1432.0 36:44.307 11:44.80  28.23  28.24  >0.05   0.44   0.82  15.88   0.20  0.14   0.74   45          S
4-681.0         1850.0 1437.0 36:44.600 11:39.44  26.45  26.50  >1.89   0.05  -0.07  44.33   0.29  0.12   0.93   72          S
4-682.0         1645.0 1440.0 36:44.129 11:46.91  27.94  28.07  >0.16   0.57  -0.13  13.07   0.18  0.13   0.78   66          S
4-683.0          694.0 1451.0 36:41.962 12:21.63  29.92  30.69    ... >-0.35   1.20   3.96   0.05  0.15   0.19   90          S
4-684.0          995.0 1448.0 36:42.645 12:10.63  28.30  28.43  >0.15   0.48  -0.24  13.15   0.10  0.10   0.74   94          S
4-685.0          193.0 1453.0 36:40.839 12:39.98  29.59  30.00    ...  >0.30   0.14   5.30   0.04  0.09   0.32   44          S
4-686.0          760.0 1457.0 36:42.077 12:19.11  29.54  29.84 >-0.24  -0.22  -0.05   5.14   0.06  0.10   0.35  124          S
4-687.0          973.0 1452.0 36:42.576 12:11.38  27.29  27.32  >0.55   0.52   0.36  22.48   0.33  0.17   0.84   32          S
4-688.0         1963.0 1449.0 36:44.787 11:35.11  28.38  28.41 >-0.11   0.42   0.52  10.56   0.20  0.17   0.57   75          S
4-689.0          172.0 1457.0 36:40.771 12:40.68  27.80  27.99    ...  >1.45   0.44  15.24   0.17  0.12   0.60   83          S
4-690.0          902.0 1460.0 36:42.376 12:13.86  28.30  28.45  >0.32   0.13   0.78  13.32   0.15  0.12   0.81  116          S
4-691.0          565.0 1462.0 36:41.618 12:26.19  29.81  30.22    ...  >0.03   0.42   4.42   0.05  0.11   0.29  119          S
4-692.0         1810.0 1452.0 36:44.432 11:40.67  23.42  23.46   0.24   0.17   0.71 153.22   5.70  1.60   0.14    6         FS
4-693.0         1487.0 1466.0 36:43.642 11:52.31  28.50  28.66    ...  >0.83   0.62   9.36   0.20  0.27   0.45  136          S
4-694.0         1622.0 1468.0 36:43.931 11:47.32  28.14  28.19 >-0.75   1.29   0.17  12.04   0.20  0.15   0.54   91          S
4-695.0         1255.0 1468.0 36:43.117 12:00.79  29.40  30.16 >-0.58  -0.07   0.38   4.81   0.05  0.24   0.11   70          S
4-696.0          316.0 1479.0 36:40.976 12:35.06  29.24  29.45    ...  >0.43   0.43   6.13   0.09  0.19   0.19   96          S
4-697.0         1179.0 1477.0 36:42.901 12:03.43  26.66  26.69  >1.67   0.13   0.07  39.03   0.30  0.13   0.72  107          S
4-698.0         1970.0 1481.0 36:44.635 11:34.35 >30.85 >30.85    ...    ...  >1.26   3.30   0.04  0.09   0.37   43          S
4-699.0          274.0 1484.0 36:40.856 12:36.52  29.96  30.26    ...  >0.01   0.85   4.65   0.05  0.11   0.43  139          S
4-700.0          521.0 1478.0 36:41.436 12:27.56  27.32  27.46   0.51   0.33   0.55  22.79   0.29  0.17   0.54  119          S
4-701.0         1846.0 1472.0 36:44.407 11:39.04  26.24  26.36  -0.02  -0.01   0.26  34.94   0.55  0.21   0.61   92          S
4-702.0         1521.0 1483.0 36:43.629 11:50.79  27.34  27.53    ...  >1.53   0.87  20.43   0.41  0.31   0.33  172          S
4-703.0         1688.0 1489.0 36:43.968 11:44.57  28.44  28.93    ...  >0.59   0.90   7.41   0.20  0.29   0.39  157          S
4-704.0          159.0 1490.0 36:40.569 12:40.65  27.69  27.68  >0.68  -0.06   0.21  14.91   0.20  0.14   0.66   46          S
4-706.0          753.0 1492.0 36:41.877 12:18.83  29.39  29.82    ...  >0.26   0.28   5.03   0.08  0.13   0.46  125          S
4-707.0         1159.0 1490.0 36:42.789 12:03.97  27.43  27.49   0.32   0.08   0.11  18.40   0.27  0.18   0.83   46          S
4-708.0          132.0 1496.0 36:40.478 12:41.54  29.62  29.81    ...  >0.01  <0.18   3.54   0.04  0.13   0.25    3          S
4-709.0          887.0 1496.0 36:42.154 12:13.85  29.08  29.27 >-0.11   0.04   0.18   7.85   0.08  0.10   0.45    1          S
4-711.0          859.0 1500.0 36:42.071 12:14.81  29.68  30.45    ... >-0.13   0.71   3.80   0.05  0.10   0.33   33          S
4-712.0         1607.0 1506.0 36:43.699 11:47.28  28.23  28.38   0.27   0.11  -0.44  11.13   0.11  0.10   0.88  149          S
4-713.0          335.0 1504.0 36:40.887 12:33.97  25.39  25.40  >0.92   1.76   1.29 145.13   0.53  0.12   0.86  177          S
4-714.0          667.0 1510.0 36:41.592 12:21.70  28.01  28.16  >0.70  -0.02  -0.23  13.69   0.16  0.13   0.69  150          S
4-715.0         1104.0 1512.0 36:42.551 12:05.64  29.10  29.29    ...  >0.61   0.53   7.13   0.10  0.12   0.59   37          S
4-716.0         1257.0 1514.0 36:42.880 11:60.00  28.92  29.08 >-0.15   0.37  -0.09   8.80   0.07  0.08   0.92   96          S
4-717.0         1390.0 1513.0 36:43.181 11:55.13  29.04  29.35 >-0.27   0.06   0.64   7.03   0.10  0.10   0.94  145          S
4-718.0          494.0 1514.0 36:41.187 12:27.99  28.49  28.53 >-0.37   0.80   0.19  11.15   0.13  0.12   0.68   12          S
4-719.0          507.0 1519.0 36:41.190 12:27.43  28.13  28.29 >-0.17   0.82  -0.35  11.78   0.14  0.16   0.40  108          S
4-720.0         1436.0 1516.0 36:43.267 11:53.40  29.29  29.74 >-0.35  -0.10   0.64   6.17   0.07  0.18   0.27   36          S
4-723.0         1646.0 1522.0 36:43.701 11:45.60  28.91  29.26 >-0.16   0.12   0.06   6.62   0.09  0.09   0.89  162          S
4-724.0          429.0 1513.0 36:41.048 12:30.39  25.00  25.09   1.05   0.23   0.33  63.36   1.72  0.39   0.76  174           
4-724.1          429.0 1513.0 36:41.048 12:30.39  25.07  25.41   1.21   0.26   0.37  75.50   0.84  0.30   0.88  154           
4-724.2          409.0 1510.0 36:41.019 12:31.17  27.93  28.27  >0.93   0.03   0.15  18.29   0.08  0.11   0.55   21          S
4-724.11         429.0 1513.0 36:41.048 12:30.39  25.24  26.32   1.39   0.32   0.37  70.09   0.21  0.19   0.49   99          S
4-724.12         440.0 1516.0 36:41.057 12:29.94  27.17  28.24  >1.10   0.18   0.35  25.91   0.05  0.10   0.63  174          S
4-725.0         1146.0 1510.0 36:42.655 12:04.13  26.22  26.53   0.49   0.07   0.23  26.22   0.87  0.38   0.78   86         FS
4-726.0          176.0 1528.0 36:40.408 12:39.43  28.49  28.68 >-0.77   0.93   0.31   9.99   0.12  0.11   0.68    5          S
4-727.0         1488.0 1511.0 36:43.409 11:51.57  23.37  23.38   0.24   0.10   0.38 254.72   2.30  0.25   0.78  164          S
4-728.0         1541.0 1533.0 36:43.411 11:49.28  27.98  28.10   0.16   0.15   0.43  16.33   0.15  0.10   0.85  118          S
4-730.0          261.0 1539.0 36:40.538 12:36.14  27.79  28.10  -0.90   0.59   0.34  11.39   0.30  0.22   0.66  125          S
4-732.0         1575.0 1530.0 36:43.502 11:48.08  27.26  27.53  >0.04   0.83   0.18  16.37   0.35  0.30   0.60   46          S
4-733.0         1632.0 1545.0 36:43.550 11:45.76  27.01  27.08   0.02   0.20   0.69  29.36   0.40  0.18   0.96   60          S
4-734.0          754.0 1557.0 36:41.538 12:17.78  29.68  30.08 >-0.16  -0.35   0.02   4.44   0.04  0.08   0.91  173          S
4-735.0         1061.0 1555.0 36:42.230 12:06.55  29.79  30.02    ...  >0.07   0.20   4.43   0.06  0.10   0.68   31          S
4-736.0          674.0 1559.0 36:41.350 12:20.68  29.70  30.20    ...  >0.20   0.06   4.25   0.04  0.08   0.59  146          S
4-737.0         1499.0 1553.0 36:43.213 11:50.51  28.60  28.56    ...  >0.96   1.30  15.03   0.20  0.15   0.73  106          S
4-738.0          125.0 1552.0 36:40.168 12:40.93  27.73  27.84  -0.89   0.19  -0.00   8.65   0.21  0.19   0.50   87         BS
4-739.0          798.0 1556.0 36:41.641 12:16.18  27.75  27.91  >0.43   0.33  -0.04  14.33   0.22  0.16   0.59  120          S
4-740.0          401.0 1567.0 36:40.702 12:30.57  29.25  29.57    ...  >0.72  -0.34   5.75   0.05  0.08   0.59   64          S
4-741.0         1016.0 1567.0 36:42.067 12:08.01  29.91  30.38    ...  >0.06  <0.12   3.74   0.04  0.08   0.54  143          S
4-742.0          443.0 1557.0 36:40.848 12:29.19  27.41  27.51  >0.05   0.65   0.83  19.17   0.44  0.24   0.46   45          S
4-743.0         1201.0 1568.0 36:42.473 12:01.21  28.38  28.56  -0.47   0.38   0.60  11.00   0.17  0.15   0.52  166          S
4-744.0         1716.0 1532.0 36:43.804 11:42.88  22.40  22.45   1.70   1.97   1.58 437.81   9.82  0.53   0.84  170          S
