ID      x    y   RA(m:s)  Dec(m:s)   mt  mi     U-B   B-V   V-I    S/N   area  r1(")   b/a   PA  Flags
4-381.0         1522.0  821.0 36:47.105 12:01.04  29.29  29.41    ...  >0.83 <-0.67   5.86   0.06  0.12   0.44    9          S
4-382.0         1412.0  804.0 36:46.951 12:05.34  24.36  24.44   2.12   0.49   0.34 105.72   2.04  0.33   0.86  157           
4-382.1         1412.0  804.0 36:46.951 12:05.34  24.39  24.47   2.07   0.50   0.35 108.22   1.90  0.31   0.77    4          S
4-382.2         1391.0  821.0 36:46.815 12:05.84  28.26  28.34  >0.70   0.04  -0.02  13.09   0.12  0.10   0.85  164          S
4-383.0         1975.0  822.0 36:48.104 11:44.40  28.54  28.70 >-0.51   0.74   0.71  10.94   0.14  0.12   0.75   37          S
4-384.0          776.0  827.0 36:45.419 12:28.31  28.65  28.85  -0.10   0.28   0.10  10.40   0.09  0.10   0.53  116          S
4-385.0         1579.0  821.0 36:47.232 11:58.95  26.13  26.15   0.53   0.56   0.25  45.25   0.56  0.20   0.65  134          S
4-386.0         1736.0  823.0 36:47.569 11:53.16  26.74  26.81  -0.05   0.06   0.63  29.43   0.54  0.24   0.42   12          S
4-387.0          934.0  820.0 36:45.807 12:22.63  27.54  27.75  -0.23   0.24   0.68  17.79   0.32  0.22   0.39   41          S
4-388.0         1353.0  830.0 36:46.683 12:07.10  27.47  27.67  >0.41   0.42   0.03  15.63   0.30  0.29   0.27  116           
4-388.1         1353.0  830.0 36:46.683 12:07.10  27.97  28.30  >0.02   0.77  -0.08  14.42   0.11  0.11   0.64   61          S
4-388.2         1365.0  820.0 36:46.763 12:06.81  28.56  28.90  >0.03   0.25   0.44  10.75   0.10  0.18   0.31  108          S
4-389.0          869.0  827.0 36:45.626 12:24.90  26.19  26.28  >1.66   0.24   0.04  42.06   0.51  0.20   0.69   47          S
4-390.0         1227.0  835.0 36:46.378 12:11.64  29.21  29.22 >-0.19   0.24   0.43   9.73   0.08  0.10   0.70   53          S
4-391.0         1063.0  835.0 36:46.014 12:17.66  28.39  28.52   0.34   0.11  -0.15  12.99   0.10  0.09   0.75  100          S
4-392.0         1801.0  845.0 36:47.598 11:50.43  29.42  30.01    ... >-0.14   1.48   5.72   0.11  0.14   0.74  159          S
4-393.0          350.0  824.0 36:44.490 12:43.99  24.04  24.12   0.76   0.12   0.12 101.73   2.44  0.55   0.38  112           
4-393.1          350.0  824.0 36:44.490 12:43.99  24.12  24.70   0.91   0.06   0.03 154.78   0.49  0.31   0.33   98          S
4-393.2          332.0  835.0 36:44.392 12:44.48  26.80  27.37   0.78   0.08   0.29  37.30   0.08  0.19   0.35   69          S
4-394.0          315.0  854.0 36:44.255 12:44.81  29.28  29.21  >0.24  -0.30   0.01   6.38   0.09  0.10   0.57   64          S
4-395.0          805.0  852.0 36:45.352 12:26.86  26.41  26.48  -0.17   0.12   0.47  42.61   0.46  0.20   0.59  176          S
4-396.0         1196.0  862.0 36:46.167 12:12.36  29.49  29.82 >-0.49   0.14   0.50   5.86   0.06  0.08   0.85  116          S
4-397.0          888.0  862.0 36:45.484 12:23.66  29.51  30.06    ...  >0.12  -0.01   4.52   0.06  0.09   0.57  115          S
4-398.0         1875.0  872.0 36:47.620 11:47.30  29.19  29.41    ...  >0.70   0.29   6.96   0.07  0.09   0.72   71          S
4-399.0         1975.0  872.0 36:47.842 11:43.63  29.16  29.35 >-0.43   0.49   0.34   7.72   0.07  0.09   0.71   51          S
4-400.0          531.0  878.0 36:44.608 12:36.51  29.04  29.26 >-0.11   0.17   0.18   8.65   0.07  0.08   0.79   73          S
4-402.0          239.0  834.0 36:44.191 12:47.90  21.13  21.16   0.58   0.77   0.68 560.32  14.20  1.88   0.17  144          B
4-402.1          120.0  854.0 36:43.822 12:51.96  25.61  25.69   1.28   0.52   0.73  90.46   0.40  0.24   0.54   28         BS
4-402.2          175.0  810.0 36:44.175 12:50.63  27.72  27.80  >0.86   0.17   0.56  21.42   0.14  0.26   0.23   16          S
4-402.3          239.0  834.0 36:44.191 12:47.90  21.15  21.22   0.56   0.79   0.68 762.08   8.85  1.81   0.15  144           
4-402.31         172.0  849.0 36:43.964 12:50.13  21.76  21.94   0.95   1.04   0.81 867.51   2.96  0.55   0.40  145         FS
4-402.32         239.0  834.0 36:44.191 12:47.90  22.06  22.24   0.33   0.50   0.43 698.28   2.06  0.42   0.84  107         FS
4-403.0          305.0  877.0 36:44.112 12:44.82  26.69  26.78 >-0.64   1.71   1.64  37.08   0.82  0.25   0.86  124          S
4-404.0         1841.0  882.0 36:47.493 11:48.39  29.51  29.98    ...  >0.38   0.41   5.25   0.05  0.08   0.69  124          S
4-405.0          902.0  884.0 36:45.400 12:22.81  29.42  29.91    ...  >0.23   0.51   5.63   0.06  0.09   0.56  166          S
4-406.0         1779.0  866.0 36:47.439 11:50.91  24.87  24.89   0.31   0.32   0.86 125.21   1.06  0.24   0.59   68          S
4-407.0          829.0  876.0 36:45.280 12:25.61  25.92  25.96   0.33   0.47   0.53  53.99   0.68  0.27   0.59  119          S
4-408.0         1957.0  879.0 36:47.765 11:44.18  27.02  27.07  >0.88   0.59   0.09  27.89   0.30  0.16   0.72   65          S
4-409.0          591.0  889.0 36:44.683 12:34.14  29.17  29.42    ...  >0.81  -0.32   6.68   0.06  0.07   0.62  114          S
4-410.0          804.0  896.0 36:45.119 12:26.21  29.57  29.83    ...  >0.31   0.02   4.96   0.06  0.11   0.48   32          S
4-411.0         1497.0  894.0 36:46.667 12:00.82  27.67  27.78   0.12   0.02  -0.04  19.49   0.17  0.12   0.76    6          S
4-412.0         1468.0  897.0 36:46.587 12:01.84  28.62  28.73 >-0.46   0.81   0.38  11.99   0.10  0.11   0.67   58          S
4-413.0         1820.0  898.0 36:47.362 11:48.91  28.66  28.83   0.03  -0.26   0.25   9.87   0.10  0.10   0.73  144          S
4-414.0         1171.0  899.0 36:45.918 12:12.70  28.99  29.17 >-0.54   0.44   0.34   8.03   0.10  0.12   0.51   54          S
4-415.0         1623.0  883.0 36:47.004 11:56.37  26.07  26.19  -0.04   0.38   0.51  43.50   0.80  0.30   0.36   44          S
4-416.0         1437.0  890.0 36:46.555 12:03.09  24.75  24.80   0.20   0.66   0.42 113.19   1.06  0.22   0.54  119          S
4-417.0         1462.0  907.0 36:46.521 12:01.90  28.93  29.11  >0.67  -0.33  -0.19   9.21   0.06  0.08   0.66  110          S
4-418.0         1403.0  901.0 36:46.422 12:04.16  25.04  25.19  -0.00   0.01   0.32  54.95   1.93  0.57   0.60  158         FS
4-419.0         1138.0  911.0 36:45.781 12:13.73  28.45  28.51  -0.56   0.30   0.58  11.36   0.16  0.14   0.66   67          S
4-420.0         1174.0  913.0 36:45.851 12:12.38  29.44  29.67    ...  >0.48   0.13   5.49   0.08  0.25   0.14  113          S
4-421.0          200.0  922.0 36:43.643 12:47.97  29.15  29.45  -0.39   0.18   0.53   7.85   0.06  0.08   0.70   30          S
4-422.0          709.0  922.0 36:44.772 12:29.30  30.28  30.61 <-0.88 >-0.19   0.98   4.57   0.04  0.06   0.77  121          S
4-423.0          783.0  923.0 36:44.931 12:26.57  27.20  27.34  >0.30   0.64   0.38  19.41   0.40  0.22   0.59  108          S
4-424.0         1053.0  929.0 36:45.498 12:16.57  29.78  29.59 >-0.47   0.08   1.08   7.78   0.09  0.09   0.81   60          S
4-425.0          154.0  931.0 36:43.493 12:49.52 >30.58 >30.58 >-0.86 <-0.46  >1.05   3.18   0.04  0.07   0.32   41          S
4-426.0         1017.0  928.0 36:45.424 12:17.90  28.77  29.00    ...  >0.97   0.19   8.59   0.11  0.11   0.51   51          S
4-427.0          173.0  921.0 36:43.588 12:48.97  26.78  26.86   0.18  -0.04   0.29  21.93   0.48  0.26   0.36  115          S
4-428.0          988.0  932.0 36:45.338 12:18.91  29.72  30.52    ... >-0.08   0.33   3.50   0.04  0.11   0.42  106          S
4-429.0         1153.0  932.0 36:45.704 12:12.85  28.50  28.87 >-0.09   0.15   0.10   7.84   0.14  0.20   0.31  128          S
4-430.0          412.0  909.0 36:44.181 12:40.39  24.02  24.05   0.17   0.20   0.75 130.78   3.23  0.50   0.84   78         FS
4-431.0          897.0  944.0 36:45.074 12:22.06  29.30  29.33 >-0.12   0.03  -0.03   6.94   0.08  0.10   0.73  148          S
4-432.0         1673.0  944.0 36:46.795 11:53.59  27.71  27.94 >-0.27   0.89   0.44  14.05   0.28  0.21   0.65   74          S
4-433.0          587.0  952.0 36:44.344 12:33.31  29.74  30.18    ...  >0.29   0.62   5.53   0.04  0.08   0.50   91          S
4-434.0         1576.0  944.0 36:46.580 11:57.15  25.77  25.83   0.17   0.64   0.19  58.26   0.64  0.18   0.76   14          S
4-435.0         1868.0  958.0 36:47.153 11:46.22  29.05  28.91 >-0.05   0.25   0.69  10.75   0.11  0.11   0.78   21          S
4-436.0         1969.0  964.0 36:47.346 11:42.42  29.31  29.68    ...  >0.31   0.23   5.20   0.08  0.11   0.64  167          S
4-437.0          415.0  967.0 36:43.883 12:39.38  29.35  30.05    ...  >0.17   0.42   4.83   0.06  0.11   0.55  127          S
4-438.0          662.0  955.0 36:44.494 12:30.51  27.19  27.24   0.21   0.04   0.23  19.86   0.43  0.27   0.31  111          S
4-439.0          361.0  952.0 36:43.842 12:41.60  25.97  26.06    ...  >2.58   1.09  57.43   0.81  0.22   0.53  175           
4-439.1          361.0  952.0 36:43.842 12:41.60  26.03  26.16    ...  >2.79   1.07  68.74   0.50  0.18   0.64  180          S
4-439.2          380.0  956.0 36:43.863 12:40.84  29.18  29.31    ...  >0.70   1.11  10.67   0.08  0.11   0.83   26          S
4-440.0          299.0  970.0 36:43.610 12:43.59  29.40  30.13    ...  >0.20 <-0.14   4.21   0.04  0.08   0.83   35          S
4-441.0         1335.0  971.0 36:45.903 12:05.57  28.98  29.16 >-0.45   0.46   0.32   7.56   0.09  0.14   0.31   46          S
4-442.0         1655.0  963.0 36:46.655 11:53.95  26.35  26.33   0.37   0.57   0.75  48.44   0.56  0.22   0.46   49          S
4-443.0         1589.0  972.0 36:46.461 11:56.24  28.90  29.21 >-0.67   0.66   0.13   8.15   0.08  0.10   0.61  108          S
4-444.0          491.0  974.0 36:44.015 12:36.49  29.00  29.17 >-0.14   0.01   0.73   9.00   0.10  0.10   0.72  116          S
4-445.0          744.0  962.0 36:44.640 12:27.39  24.08  24.12   1.51   0.20   0.37 158.05   1.84  0.29   0.69   10          S
4-446.0          822.0  982.0 36:44.708 12:24.22  29.37  29.71    ...  >0.51 <-0.44   4.71   0.06  0.13   0.49   73          S
4-448.0         1494.0  970.0 36:46.261 11:59.75  25.05  25.16   0.65   0.97   0.53  73.65   1.59  0.41   0.41   97          S
4-449.0         1917.0  987.0 36:47.110 11:43.97  28.01  28.19  >0.13   0.62   0.14  14.37   0.14  0.10   0.93    4          S
4-450.0          500.0  992.0 36:43.941 12:35.88  29.71  30.14 >-0.37  -0.21   0.07   4.28   0.04  0.07   0.60   64          S
4-451.0          933.0  992.0 36:44.901 12:19.99  30.34  30.31    ... >-0.16   1.32   5.18   0.07  0.21   0.14  131          S
4-452.0          758.0  999.0 36:44.476 12:26.30  29.51  30.18    ...  >0.09   0.74   4.90   0.05  0.11   0.60  159          S
4-453.0          838.0  999.0 36:44.654 12:23.37  29.39  29.63  >0.25  -0.60   0.50   6.71   0.07  0.11   0.45  131          S
4-454.0         1117.0  972.0 36:45.415 12:13.55  20.79  20.80   0.29  -0.11  -0.20 1419.92   4.44  0.15   0.97   16          S
4-455.0          948.0  999.0 36:44.898 12:19.33  27.27  27.34   0.45  -0.09   0.00  25.13   0.20  0.11   0.94    4          S
4-456.0         1136.0 1006.0 36:45.278 12:12.33  29.36  29.56 >-0.35   0.14   0.27   6.46   0.06  0.08   0.64   86          S
4-457.0          216.0 1006.0 36:43.237 12:46.08  28.46  28.58 >-0.52   0.88   0.64  12.42   0.13  0.11   0.75   54          S
4-458.0          989.0 1007.0 36:44.947 12:17.70  28.17  28.50  -0.62   0.93   0.41  11.13   0.17  0.16   0.68   87          S
4-460.0         1432.0 1002.0 36:45.956 12:01.53  24.45  24.47   0.38   0.59   0.72 148.79   1.49  0.35   0.41  177          S
4-461.0         1634.0 1017.0 36:46.325 11:53.89  29.32  29.38  -0.46  -0.34  -0.48   6.94   0.05  0.07   0.86  166          S
4-462.0         1959.0 1017.0 36:47.046 11:41.96  29.07  29.28 >-0.30   0.32   0.84   9.55   0.08  0.09   0.90  107          S
4-463.0          310.0 1025.0 36:43.346 12:42.33  29.85  30.75    ... >-0.37   0.82   3.36   0.04  0.12   0.27    5          S
4-464.0         1434.0 1025.0 36:45.840 12:01.10  29.02  29.28 >-0.06  -0.05  -0.01   7.18   0.08  0.14   0.32  170          S
4-465.0         1594.0 1025.0 36:46.194 11:55.23  29.35  29.50    ...  >0.57   0.68   7.89   0.08  0.10   0.55  149          S
4-466.0          757.0 1028.0 36:44.322 12:25.89  29.71  30.18    ...  >0.26   0.64   5.77   0.04  0.08   0.66   37          S
4-467.0         1251.0 1028.0 36:45.418 12:07.77  28.31  28.57  >0.27   0.23  -0.10  10.37   0.12  0.10   0.77   92          S
4-468.0          237.0 1024.0 36:43.189 12:45.03  29.67  29.96 >-0.49  -0.09 <-0.09   3.76   0.05  0.20   0.23   62          S
4-469.0          367.0 1033.0 36:43.430 12:40.12  26.57  26.68   1.38   0.25   0.04  34.65   0.31  0.15   0.72   60          S
4-470.0         1737.0 1033.0 36:46.469 11:49.86  28.38  28.63    ...  >0.99   0.56   9.88   0.16  0.18   0.58   89          S
4-471.0         1706.0 1012.0 36:46.511 11:51.32  22.95  22.97  >2.15   1.67   1.04 358.11   4.06  0.29   0.88   74          S
4-472.0          902.0 1034.0 36:44.612 12:20.48  27.25  27.32  >0.82   0.19   0.18  19.07   0.40  0.27   0.35   88           
4-472.1          902.0 1034.0 36:44.612 12:20.48  27.56  27.75  >0.65   0.34   0.17  18.62   0.21  0.21   0.35   75          S
4-472.2          907.0 1026.0 36:44.665 12:20.42  28.75  28.93  >0.60  -0.21   0.04  10.20   0.08  0.10   0.71  145          S
4-473.0         1505.0 1043.0 36:45.902 11:58.21 >30.41 >30.41    ...    ...  >2.31   7.53   0.09  0.10   0.79   98          S
4-474.0         1899.0 1013.0 36:46.934 11:44.23  23.85  23.93   0.23   0.11   0.61 115.66   4.37  0.93   0.45  132         FS
4-475.0         1832.0 1038.0 36:46.654 11:46.30  26.92  26.98  >0.14   1.18   0.51  27.02   0.45  0.20   0.58   73          S
4-476.0          168.0 1048.0 36:42.910 12:47.19  28.26  28.39 >-0.86   0.99   0.40  11.15   0.17  0.13   0.97  146          S
4-477.0         1896.0 1051.0 36:46.727 11:43.75  28.78  29.16  -0.73   0.33   0.80   8.13   0.12  0.14   0.58  158          S
4-478.0         1474.0 1056.0 36:45.765 11:59.15  28.80  28.84 >-0.41   0.71  -0.05  10.16   0.09  0.11   0.64   95          S
4-479.0          577.0 1054.0 36:43.786 12:32.09  26.37  26.37  -0.12  -0.11   0.13  49.38   0.33  0.13   0.96  154          S
4-481.0          715.0 1061.0 36:44.056 12:26.92  29.63  29.82    ...  >0.47   0.54   7.01   0.05  0.06   0.76   89          S
4-482.0         1765.0 1062.0 36:46.379 11:48.38  28.98  29.24 >-0.02   0.17  -0.18   7.73   0.06  0.10   0.39  106          S
4-483.0         1053.0 1063.0 36:44.795 12:14.49  28.79  28.91  -0.36   0.34   0.28  10.30   0.08  0.09   0.71   69          S
4-484.0         1508.0 1062.0 36:45.809 11:57.81  29.23  30.01    ...  >0.14   0.23   4.29   0.07  0.10   0.44   72          S
4-485.0          816.0 1070.0 36:44.232 12:23.07  28.82  29.09  >0.01   0.08  -0.27   8.40   0.08  0.09   0.74  109          S
4-486.0          635.0 1071.0 36:43.826 12:29.70  29.22  29.22    ...  >0.75   0.90   9.55   0.10  0.10   0.73   50          S
4-487.0         1388.0 1071.0 36:45.496 12:02.07  27.56  27.59   0.79  -0.17  -0.19  19.41   0.17  0.10   0.79  117          S
4-488.0         1840.0 1066.0 36:46.525 11:45.57  25.95  26.04  >2.04   0.10   0.05  50.44   0.48  0.17   0.73   63          S
4-489.0         1812.0 1074.0 36:46.421 11:46.47  28.08  28.29   0.38  -0.02   0.35  11.62   0.19  0.15   0.52  166          S
4-490.0          138.0 1078.0 36:42.686 12:47.82 >30.43 >30.43    ...    ...  >3.45  17.27   0.04  0.03   0.38  165          S
4-491.0          384.0 1074.0 36:43.253 12:38.86  24.84  24.89  >2.70   0.19   0.03 101.14   0.91  0.28   0.77  138           
4-491.1          384.0 1074.0 36:43.253 12:38.86  25.02  25.21   2.18   0.20   0.01 131.42   0.34  0.20   0.55   66          S
4-491.2          397.0 1070.0 36:43.303 12:38.44  26.94  27.13  >1.66   0.21   0.10  40.50   0.13  0.13   0.59   32          S
4-492.0          648.0 1081.0 36:43.802 12:29.06  28.97  29.02    ...  >1.07   0.45  10.61   0.08  0.09   0.71  126          S
4-493.0          300.0 1057.0 36:43.156 12:42.20  23.34  23.39  >1.41   1.83   1.65 285.56   5.22  0.38   0.79   24          S
4-494.0          796.0 1089.0 36:44.088 12:23.51  29.32  29.59 >-0.26   0.06  -0.50   5.61   0.05  0.08   0.66  165          S
4-495.0         1130.0 1089.0 36:44.829 12:11.26  29.57  30.12    ...  >0.16   0.49   5.03   0.06  0.14   0.29   75          S
4-496.0         1418.0 1088.0 36:45.473 12:00.71  29.14  29.26    ...  >0.82   0.12   7.12   0.08  0.10   0.66    4          S
4-497.0         1514.0 1080.0 36:45.728 11:57.31  25.76  25.83  >2.06   0.28   0.08  61.19   0.51  0.16   0.71   64          S
4-498.0         1342.0 1086.0 36:45.315 12:03.53  26.81  26.97   1.16   0.14   0.03  29.29   0.30  0.16   0.57  153          S
4-499.0          967.0 1095.0 36:44.436 12:17.14  29.71  29.92 >-0.49   0.11   0.42   6.12   0.05  0.09   0.80   10          S
4-500.0          807.0 1089.0 36:44.113 12:23.11  27.29  27.43  >1.19  -0.17   0.06  20.42   0.28  0.18   0.58  105          S
4-501.0          887.0 1099.0 36:44.238 12:20.02  29.78  30.06    ...  >0.33   0.78   6.51   0.05  0.07   0.94  178          S
4-502.0         1293.0 1091.0 36:45.180 12:05.25  25.23  25.27   0.80   0.03   0.00  71.87   0.97  0.44   0.36  136          S
4-503.0          435.0 1106.0 36:43.198 12:36.49  29.79  30.09    ...  >0.11   0.31   4.20   0.05  0.11   0.50  162          S
4-504.0         1883.0 1112.0 36:46.379 11:43.28  29.92  30.27    ...  >0.03   0.18   3.84   0.05  0.17   0.15  132          S
4-505.0         1011.0 1099.0 36:44.513 12:15.47  26.39  26.49  >1.07   0.15   0.97  31.45   1.10  0.50   0.33   86           
4-505.1         1016.0 1084.0 36:44.603 12:15.52  26.97  28.00  >0.76   0.23   0.87  23.92   0.14  0.15   0.56   59          S
4-505.2         1011.0 1099.0 36:44.513 12:15.47  27.34  28.37   0.65   0.20   0.99  22.91   0.09  0.10   0.84   67          S
4-506.0          466.0 1112.0 36:43.235 12:35.26  28.14  28.30  >0.49   0.03  -0.22  11.64   0.15  0.13   0.59  149          S
4-507.0         1498.0 1121.0 36:45.478 11:57.26  29.17  29.48    ...  >0.63   0.46   7.82   0.07  0.09   0.86   57          S
4-508.0          895.0 1121.0 36:44.140 12:19.38  29.59  30.16    ...  >0.16  -0.01   4.05   0.05  0.12   0.80  133          S
4-509.0         1214.0 1122.0 36:44.842 12:07.66  29.57  29.71 >-0.52   0.05   1.27   7.78   0.10  0.10   0.70   95          S
4-510.0         1692.0 1126.0 36:45.882 11:50.07  29.54  29.99    ...  >0.41 <-0.29   4.05   0.04  0.15   0.27   83          S
4-511.0          305.0 1124.0 36:42.815 12:40.98  29.70  29.67 <-0.75  >0.53   0.30   6.07   0.05  0.08   0.74  168          S
4-512.0         1979.0 1125.0 36:46.523 11:39.55  27.18  27.23  >1.43   0.03  -0.05  25.78   0.22  0.13   0.64   61          S
4-513.0          733.0 1126.0 36:43.754 12:25.25  28.66  28.86 >-0.17   0.37   0.18   8.70   0.12  0.13   0.74   94          S
4-514.0         1707.0 1120.0 36:45.946 11:49.61  26.32  26.38   0.13  -0.01   0.15  44.36   0.38  0.18   0.47   22          S
4-515.0         1335.0 1135.0 36:45.043 12:03.02  28.56  28.81    ...  >0.99  -0.07   9.29   0.11  0.11   0.57  165          S
4-516.0         1586.0 1125.0 36:45.652 11:53.97  25.29  25.32   0.66   0.40   0.77  88.06   0.92  0.19   0.76  121          S
4-517.0         1540.0 1138.0 36:45.481 11:55.46  29.57  29.82 >-0.71   0.27   0.04   5.36   0.07  0.10   0.68  177          S
4-519.0         1366.0 1142.0 36:45.075 12:01.78  29.50  29.81 >-0.53   0.14  -0.12   5.02   0.06  0.09   0.78   21          S
4-520.0         1675.0 1137.0 36:45.786 11:50.52  25.97  26.02   0.94   0.12   0.14  62.49   0.38  0.14   0.87   89          S
4-521.0          187.0 1138.0 36:42.480 12:45.09  26.36  26.34  -0.08   0.02   0.42  49.71   0.35  0.13   0.90   84          S
4-522.0         1829.0 1132.0 36:46.154 11:44.95  26.08  26.08   0.76   0.07   0.58  44.71   0.78  0.25   0.42  120          S
4-523.0         1497.0 1146.0 36:45.344 11:56.91  29.10  29.40 >-0.09   0.05  -0.06   6.84   0.07  0.09   0.79   51          S
4-524.0         1030.0 1138.0 36:44.350 12:14.17  28.71  28.89 >-0.33   0.35   0.26   7.78   0.15  0.20   0.55   73          S
4-525.0          802.0 1144.0 36:43.813 12:22.44  27.05  27.16   0.00   0.04   0.12  27.86   0.26  0.13   0.98   97          S
4-526.0         1401.0 1149.0 36:45.115 12:00.38  29.91  30.43 >-0.55  -0.34   1.07   5.35   0.05  0.07   0.83  104          S
4-527.0         1151.0 1146.0 36:44.577 12:09.60  27.39  27.34   0.03   0.86   0.52  24.62   0.30  0.15   0.83  133          S
4-528.0         1849.0 1139.0 36:46.161 11:44.10  29.21  29.37 >-0.59   0.14   0.54   5.91   0.14  0.33   0.14   91          S
4-529.0          531.0 1157.0 36:43.143 12:32.18  29.29  29.59 >-0.20   0.19  -0.49   6.09   0.04  0.07   0.90  161          S
4-530.0         1420.0 1149.0 36:45.158 11:59.69  28.70  28.81    ...  >0.86   1.19  12.60   0.16  0.15   0.49   60          S
4-531.0          506.0 1151.0 36:43.119 12:33.19  26.84  26.92   0.35   0.00   0.53  30.39   0.41  0.18   0.72   29          S
4-532.0         1468.0 1158.0 36:45.217 11:57.79  29.73  30.03    ...  >0.26 <-0.31   4.69   0.05  0.09   0.53  129          S
4-533.0          180.0 1156.0 36:42.369 12:45.07  29.15  29.39    ...  >0.51   0.42   6.14   0.09  0.15   0.72  101          S
4-534.0         1139.0 1162.0 36:44.466 12:09.79  30.00  30.03 >-0.20  -0.15   0.56   6.29   0.04  0.07   0.95  147          S
4-535.0          331.0 1168.0 36:42.642 12:39.34  29.53  29.67 >-0.28   0.09   0.37   6.68   0.06  0.08   0.59   74          S
4-536.0          138.0 1170.0 36:42.203 12:46.39  28.91  29.53 >-0.51  -0.24 <-0.10   4.20   0.06  0.15   0.21  169          S
4-537.0          556.0 1171.0 36:43.125 12:31.04  28.77  29.06 >-0.50   0.66   0.13   8.29   0.09  0.10   0.57   52          S
4-538.0          188.0 1178.0 36:42.272 12:44.43  29.10  29.41    ...  >0.66   0.34   6.84   0.07  0.10   0.56   16          S
4-539.0         2002.0 1181.0 36:46.280 11:37.84  28.49  28.43 >-0.42   0.90   0.18  11.27   0.10  0.11   0.67   61          S
4-540.0         1303.0 1184.0 36:44.714 12:03.44  29.62  29.96    ...  >0.25   0.86   6.14   0.06  0.10   0.55  124          S
4-541.0          648.0 1179.0 36:43.287 12:27.54  29.72  30.40    ...  >0.04   0.25   3.89   0.04  0.18   0.17   60          S
4-542.0          309.0 1184.0 36:42.509 12:39.90  29.13  29.39    ...  >0.54   0.88   7.55   0.10  0.13   0.47    3          S
4-543.0         1450.0 1180.0 36:45.061 11:58.11  25.77  25.82   0.44  -0.09   0.07  53.86   0.70  0.26   0.45  125          S
4-544.0          222.0 1190.0 36:42.284 12:43.00  29.52  29.68    ...  >0.35   0.53   5.90   0.08  0.11   0.58    9          S
4-545.0          949.0 1192.0 36:43.887 12:16.30  29.13  29.67 >-0.51   0.29   0.07   5.94   0.06  0.08   0.82  156          S
4-546.0         1278.0 1192.0 36:44.617 12:04.23  28.67  28.85  -0.05  -0.09  -0.06  10.05   0.10  0.10   0.71   79          S
4-547.0         1764.0 1197.0 36:45.669 11:46.32  29.46  29.70    ...  >0.55  -0.42   5.69   0.05  0.09   0.68   83          S
4-549.0         1281.0 1203.0 36:44.566 12:03.95  30.15  30.33    ...  >0.23 <-0.05   3.92   0.04  0.08   0.48   81          S
4-550.0         1918.0 1159.0 36:46.209 11:41.26  22.18  22.24   0.50   0.53   0.95 337.72  11.39  1.16   0.57  159         FS
4-551.0         1774.0 1205.0 36:45.649 11:45.83  27.88  27.94    ...  >1.76   0.40  20.22   0.16  0.11   0.69  110          S
4-552.0         1875.0 1209.0 36:45.852 11:42.06  29.28  30.09 >-0.83   0.13   0.36   4.43   0.05  0.09   0.72  141          S
4-553.0          805.0 1212.0 36:43.463 12:21.27  29.15  29.41 >-0.08  -0.04   0.46   7.59   0.08  0.09   0.70   92          S
4-554.0          624.0 1199.0 36:43.129 12:28.11  25.32  25.33   0.30   0.22   0.69  85.62   0.94  0.23   0.62   57           
4-554.1          624.0 1199.0 36:43.129 12:28.11  25.40  25.49   0.27   0.29   0.72 116.16   0.44  0.18   0.59   85          S
4-554.2          633.0 1214.0 36:43.070 12:27.55  28.19  28.27   0.57   0.13  -0.15  15.22   0.10  0.13   0.89   81          S
4-555.0         1551.0 1172.0 36:45.327 11:54.52  23.14  23.21  >2.49   0.85   0.76 203.45   5.54  1.28   0.28  179           
4-555.1         1588.0 1172.0 36:45.409 11:53.17  23.41  23.57  >3.09   0.69   0.24 241.42   1.99  0.75   0.19   42           
4-555.2         1551.0 1172.0 36:45.327 11:54.52  24.80  24.96  >1.02   1.74   1.67 190.09   1.18  0.24   0.77  162          S
4-555.11        1605.0 1205.0 36:45.274 11:52.03  24.12  24.63   3.01   0.62   0.16 219.42   0.40  0.33   0.27   31         FS
4-555.12        1588.0 1172.0 36:45.409 11:53.17  24.21  24.72  >3.09   0.77   0.27 241.96   0.28  0.18   0.42   48          S
4-556.0         1938.0 1212.0 36:45.976 11:39.71  28.66  28.88 >-0.07   0.26   0.32   8.48   0.12  0.13   0.89  135          S
4-557.0         1686.0 1213.0 36:45.412 11:48.93  26.17  26.28   1.45   0.31   0.24  44.90   0.50  0.19   0.47  154          S
4-558.0         1385.0 1199.0 36:44.818 12:00.19  23.48  23.51   0.30   0.82   0.48 170.58   4.37  0.54   0.96  112         FS
4-559.0         1714.0 1230.0 36:45.385 11:47.64  28.30  28.38  >0.82  -0.10  -0.20  13.71   0.10  0.09   0.94   53          S
4-560.0         1876.0 1231.0 36:45.738 11:41.68  27.81  27.93   0.25   0.47   0.02  15.98   0.17  0.12   0.60  169          S
4-561.0          553.0 1233.0 36:42.793 12:30.19  29.16  29.23  >0.37  -0.34  -0.03   7.47   0.08  0.10   0.63   65          S
4-562.0          402.0 1234.0 36:42.453 12:35.71  28.99  29.15  >0.07  -0.01  -0.30   7.22   0.08  0.09   0.79   65          S
4-563.0         1837.0 1233.0 36:45.642 11:43.08  29.40  29.48    ...  >0.31   1.57  10.28   0.12  0.11   0.90  137          S
4-565.0          886.0 1215.0 36:43.627 12:18.25  23.48  23.50   0.31   0.54   0.82 257.27   2.74  0.31   0.73  174          S
4-566.0         1436.0 1237.0 36:44.731 11:57.73  28.87  29.29    ...  >0.49   0.52   6.79   0.12  0.14   0.98  158          S
