ID      x    y   RA(m:s)  Dec(m:s)   mt  mi     U-B   B-V   V-I    S/N   area  r1(")   b/a   PA  Flags
2-381.1         2030.0  792.0 36:46.933 14:22.06  20.85  20.87   3.28   1.38   0.99 1445.46   5.18  0.19   0.73  124          B
2-381.2         1967.0  807.0 36:47.157 14:20.01  28.15  28.17  >0.74  -0.04   0.43  14.04   0.12  0.11   0.74    6          S
2-381.11        2030.0  792.0 36:46.933 14:22.06  20.87  20.92   3.54   1.42   1.00 2293.60   1.91  0.15   0.91   44         BS
2-381.12        2000.0  811.0 36:47.102 14:21.27  25.28  25.33   2.01   0.53   0.26  95.48   0.41  0.25   0.45  173          S
2-382.0         1466.0  841.0 36:48.485 14:02.30  27.06  27.21  >1.21   0.08  -0.22  21.67   0.31  0.20   0.44   40          S
2-383.0         1418.0  839.0 36:48.585 14:00.52  28.41  28.65  >0.10   0.20   0.05   9.03   0.15  0.15   0.63   51          S
2-384.0         1607.0  846.0 36:48.188 14:07.52  29.31  29.47 >-0.07   0.02   0.02   7.44   0.06  0.08   0.85   86          S
2-386.0         1517.0  849.0 36:48.410 14:04.29  29.35  29.92 >-0.28  -0.09  -0.27   4.69   0.05  0.10   0.54  159          S
2-387.0         1669.0  849.0 36:48.061 14:09.82  29.08  29.71    ...  >0.40   0.38   6.17   0.07  0.12   0.79  156          S
2-388.0         1697.0  844.0 36:47.970 14:10.76  26.15  26.23   0.25   0.07   0.57  58.38   0.40  0.16   0.67  118          S
2-389.0          491.0  851.0 36:50.777 13:26.93  28.54  28.60    ...  >0.91   0.66  10.64   0.21  0.17   0.59   67          S
2-390.0         1567.0  860.0 36:48.352 14:06.28  28.61  28.80    ...  >0.93   0.64  11.15   0.13  0.12   0.80   69          S
2-392.0          929.0  859.0 36:49.813 13:43.02  26.40  26.44  >1.60   0.10  -0.00  30.93   0.54  0.23   0.49  133          S
2-393.0          944.0  868.0 36:49.826 13:43.71  29.95  30.58    ... >-0.36   0.77   3.49   0.06  0.08   0.55   79          S
2-394.0         1510.0  864.0 36:48.504 14:04.27  26.08  26.25   1.02   0.11   0.09  37.94   0.64  0.23   0.65    3          S
2-395.0          200.0  874.0 36:51.565 13:16.70  28.49  28.57 >-0.52   0.77   0.67  11.57   0.16  0.15   0.56   95          S
2-398.0          756.0  891.0 36:50.377 13:37.23  28.98  28.98    ...  >0.92   0.11   8.79   0.09  0.11   0.50   92          S
2-399.0          414.0  893.0 36:51.173 13:24.80  28.73  28.83  >0.26   0.18  -0.32   9.41   0.08  0.08   0.94  125          S
2-400.0          693.0  892.0 36:50.527 13:34.95  28.25  28.50 >-0.09   0.53   0.86  14.20   0.14  0.11   0.59  102          S
2-401.0         1256.0  896.0 36:49.255 13:55.53  28.97  29.31    ...  >0.75   0.13   7.12   0.08  0.09   0.81   25          S
2-402.0          146.0  898.0 36:51.815 13:15.12  28.74  29.07    ...  >0.29   0.15   5.04   0.08  0.14   0.46   73         BS
2-403.0          244.0  890.0 36:51.548 13:18.56  28.06  28.33  >0.12   0.28  -0.22   9.91   0.17  0.16   0.67   44          S
2-404.0          327.0  837.0 36:51.081 13:20.73  19.92  19.94   1.14   0.57   0.31 1069.69  30.03  1.25   0.71    1         FS
2-406.0          328.0  900.0 36:51.407 13:21.78  29.76  30.25    ...  >0.01   0.61   4.66   0.05  0.11   0.30  151          S
2-407.0          706.0  900.0 36:50.539 13:35.56  29.12  29.29    ...  >0.77  -0.00   7.01   0.08  0.11   0.73   29          S
2-408.0         1292.0  896.0 36:49.172 13:56.84  29.91  30.54 >-0.33  -0.63   0.94   4.47   0.04  0.11   0.27   69          S
2-409.0         1170.0  895.0 36:49.447 13:52.38  27.81  27.97  >0.97  -0.10   0.09  15.77   0.18  0.19   0.31   83          S
2-412.0         1771.0  904.0 36:48.113 14:14.42  25.25  25.29   0.51   0.24   0.79  93.84   0.93  0.23   0.58   89           
2-412.1         1771.0  904.0 36:48.113 14:14.42  25.28  25.36   0.46   0.29   0.79 114.09   0.60  0.21   0.49   90           
2-412.2         1759.0  895.0 36:48.094 14:13.84  29.21  29.30  >0.58  -0.34   0.25   9.65   0.05  0.08   0.90   11          S
2-412.11        1771.0  904.0 36:48.113 14:14.42  25.33  25.42   0.45   0.27   0.80 120.90   0.49  0.18   0.58   72          S
2-412.12        1783.0  887.0 36:47.997 14:14.59  28.63  28.72  >0.07   0.47   0.51  14.04   0.08  0.11   0.53  127          S
2-413.0         1417.0  918.0 36:49.000 14:01.75  28.24  28.43  >0.21   0.43   0.01  13.44   0.10  0.10   0.85  104          S
2-414.0         1586.0  908.0 36:48.559 14:07.75  26.39  26.44   0.37   0.79   1.14  44.99   0.73  0.23   0.74   55          S
2-415.0         1008.0  926.0 36:49.981 13:46.98  29.40  30.05 <-1.02  >0.17   0.06   4.24   0.06  0.19   0.20   55          S
2-416.0         1192.0  913.0 36:49.491 13:53.47  26.91  27.06  >0.99   0.40  -0.01  23.86   0.35  0.24   0.57   69           
2-416.1         1192.0  913.0 36:49.491 13:53.47  27.25  27.50  >0.96   0.46  -0.04  23.85   0.17  0.17   0.38  112          S
2-416.2         1194.0  923.0 36:49.538 13:53.71  28.34  28.59  -0.31   0.33   0.11  12.80   0.09  0.10   0.86   78          S
2-418.0          128.0  927.0 36:52.007 13:14.93 >29.25 >29.25  >1.45 <-2.72  >2.99  24.86   0.21  0.14   0.44   65         BS
2-419.0          294.0  930.0 36:51.642 13:21.03  28.80  28.81 >-0.51   0.90   0.12  11.12   0.09  0.10   0.94   35          S
2-420.0          874.0  912.0 36:50.216 13:41.87  25.08  25.14   0.69   0.11   0.31  75.34   1.28  0.38   0.27   79          S
2-421.0         1952.0  925.0 36:47.807 14:21.36  25.41  25.55   1.08   0.13   0.06  48.41   1.14  0.60   0.25  151           
2-421.1         1975.0  924.0 36:47.749 14:22.18  26.12  26.26   1.04   0.14  -0.08  35.12   0.63  0.26   0.54  112          S
2-421.2         1952.0  925.0 36:47.807 14:21.36  26.22  26.36   1.09   0.14   0.18  41.74   0.45  0.19   0.79   99          S
2-422.0         1418.0  936.0 36:49.091 14:02.08  29.15  29.34  -0.74   0.50  -0.06   7.01   0.07  0.10   0.75   76          S
2-424.0         2043.0  937.0 36:47.660 14:24.86  28.43  29.04    ...  >0.73 <-0.40   5.64   0.05  0.09   0.93  134         BS
2-426.0          226.0  944.0 36:51.871 13:18.77  29.39  29.97    ...  >0.06   0.86   5.58   0.07  0.13   0.42   44          S
2-427.0          196.0  945.0 36:51.945 13:17.70  29.99  30.22    ... >-0.02  <0.13   3.53   0.05  0.09   0.35  151          S
2-428.0         1954.0  944.0 36:47.901 14:21.73  30.34  30.63    ... >-0.14   0.59   3.24   0.04  0.09   0.46  116          S
2-429.0          510.0  943.0 36:51.214 13:29.11  27.04  27.04   0.87   0.13   0.07  32.57   0.23  0.11   0.89  113          S
2-431.0          158.0  949.0 36:52.053 13:16.38  27.64  27.91  >0.32  -0.01   0.04   9.92   0.22  0.26   0.26   34         BS
2-432.0         1711.0  918.0 36:48.324 14:12.46  24.58  24.66   0.29   0.23   0.70  96.22   2.20  0.55   0.38  120          S
2-434.0          850.0  953.0 36:50.485 13:41.65  29.52  29.80 >-0.62   0.18   0.39   5.84   0.07  0.10   0.98   96          S
2-435.0          588.0  953.0 36:51.087 13:32.11  28.30  28.32  >0.21   0.30  -0.14  11.73   0.15  0.13   0.70   53          S
2-436.0          980.0  953.0 36:50.186 13:46.39  27.70  27.88    ...  >1.62   1.10  25.28   0.21  0.12   0.89  154          S
2-437.0          349.0  958.0 36:51.662 13:23.48  28.65  28.97    ...  >0.93   0.05   7.74   0.11  0.16   0.34  129          S
2-438.0         1208.0  961.0 36:49.704 13:54.83 >30.63 >30.63    ...    ...  >1.92   6.06   0.07  0.14   0.70   76          S
2-439.0          296.0  962.0 36:51.804 13:21.61  29.67  29.93 >-0.54   0.24  -0.31   5.08   0.04  0.07   0.91   54          S
2-440.0         1115.0  949.0 36:49.855 13:51.25  27.84  28.02  >0.53   0.37   0.09  14.93   0.16  0.20   0.28   53          S
2-441.0          509.0  962.0 36:51.315 13:29.37  29.43  29.46 >-0.03  -0.19   0.34   6.73   0.08  0.10   0.62   70          S
2-442.0         1480.0  966.0 36:49.106 14:04.82  29.02  29.11    ...  >0.67   0.82   9.39   0.12  0.11   0.77  164          S
2-443.0         1999.0  968.0 36:47.923 14:23.76  28.30  28.42 >-0.01   0.29  -0.22   8.77   0.15  0.15   0.41  158          S
2-444.0          980.0  969.0 36:50.270 13:46.65  29.03  29.11    ...  >0.97   0.15   9.09   0.07  0.09   0.79   30          S
2-445.0         1329.0  973.0 36:49.489 13:59.43  28.95  29.00  >0.24   0.04  -0.31   8.22   0.07  0.09   0.75  112          S
2-446.0         1944.0  974.0 36:48.081 14:21.85  29.91  30.21    ...  >0.04   0.19   3.77   0.05  0.09   0.47  162          S
2-447.0          519.0  973.0 36:51.349 13:29.92  28.59  29.06  >0.27  -0.16 <-0.83   6.53   0.09  0.17   0.25  145          S
2-448.0          691.0  975.0 36:50.965 13:36.21  29.81  30.08    ...  >0.15   0.38   4.91   0.05  0.08   0.57  144          S
2-449.0         1806.0  962.0 36:48.336 14:16.63  23.68  23.71   1.80   0.24   0.29 184.29   2.15  0.27   0.79   46           
2-449.1         1806.0  962.0 36:48.336 14:16.63  23.72  24.01   1.67   0.23   0.25 347.10   0.42  0.16   0.85   79          S
2-449.2         1799.0  950.0 36:48.289 14:16.18  27.26  27.55  >1.45   0.36   0.48  40.44   0.07  0.14   0.37  118          S
2-450.0         1545.0  977.0 36:49.014 14:07.36  29.19  29.10 >-0.11   0.29   0.31   9.42   0.08  0.10   0.66  176          S
2-451.0         1952.0  979.0 36:48.089 14:22.22  29.03  29.61    ...  >0.10   0.77   5.12   0.14  0.30   0.34  123          S
2-452.0         1043.0  977.0 36:50.167 13:49.07  28.56  28.64 >-0.20   0.73  -0.19  10.19   0.10  0.11   0.92   92          S
2-453.0         1228.0  973.0 36:49.721 13:55.75  27.11  27.17   0.21   0.17   0.79  37.50   0.26  0.13   0.75   85          S
2-454.0         1852.0  969.0 36:48.266 14:18.42  24.40  24.44   1.58   0.18   0.21 115.93   1.71  0.32   0.78  129          S
2-455.0          754.0  980.0 36:50.846 13:38.59  28.66  28.82 >-0.00   0.37   0.17  10.43   0.10  0.09   0.77  148          S
2-456.0         1044.0  838.0 36:49.439 13:46.88  18.73  18.74   2.58   0.96   0.60 2704.72  43.96  0.82   0.60   39           
2-456.1         1044.0  838.0 36:49.439 13:46.88  18.74  18.76   2.68   0.97   0.60 3233.85  34.24  0.76   0.68   36           
2-456.2         1120.0  984.0 36:50.027 13:51.99  24.04  24.07   0.72   0.18   0.51 175.03   2.14  1.05   0.19   11           
2-456.11        1044.0  838.0 36:49.439 13:46.88  18.74  18.76   2.69   0.97   0.60 3395.15  31.87  0.75   0.68   36           
2-456.12        1067.0  942.0 36:49.929 13:49.38  26.27  26.30  >1.84   0.47   0.17  57.27   0.29  0.19   0.44   82          S
2-456.21        1082.0  952.0 36:49.947 13:50.09  24.53  24.56   0.41   0.23   0.70 138.09   1.67  0.69   0.38   26           
2-456.22        1120.0  984.0 36:50.027 13:51.99  25.16  25.19   1.53   0.09   0.07 127.60   0.40  0.17   0.50  139          S
2-456.111       1044.0  838.0 36:49.439 13:46.88  18.74  18.78   2.71   0.97   0.60 4061.18  23.91  0.72   0.66   35           
2-456.112        991.0  770.0 36:49.206 13:43.85  28.36  28.40  >0.41   0.85   0.47  24.27   0.04  0.08   0.76    4          S
2-456.211       1093.0  969.0 36:50.010 13:50.77  24.79  25.28   0.44   0.27   0.77 123.80   0.61  0.30   0.84    0          S
2-456.212       1082.0  952.0 36:49.947 13:50.09  26.20  26.69   0.21   0.03   0.41  64.09   0.13  0.12   0.66  160          S
2-456.1111      1044.0  838.0 36:49.439 13:46.88  18.74  18.83   2.77   0.98   0.61 5251.43  13.71  0.63   0.62   34          S
2-456.1112      1018.0  767.0 36:49.129 13:44.79  27.15  27.24   1.03   0.35   0.36  64.25   0.04  0.15   0.22  102          S
2-458.0          616.0  992.0 36:51.226 13:33.75  28.45  28.72  >0.03   0.21  -0.23   8.11   0.14  0.18   0.87  175          S
2-461.0         1192.0  998.0 36:49.934 13:54.84  29.50  29.78 >-0.53   0.37   0.01   6.05   0.04  0.06   0.68   52          S
2-462.0          310.0 1000.0 36:51.970 13:22.73  29.76  29.90    ...  >0.33   0.71   6.45   0.06  0.08   0.51   51          S
2-463.0          407.0  998.0 36:51.737 13:26.24  26.93  27.02 >-0.53   2.00   0.03  30.54   0.29  0.14   0.62  156          S
2-464.0          596.0 1001.0 36:51.319 13:33.17  27.52  27.83 >-0.24   0.90  -0.20  12.03   0.33  0.41   0.25  154          S
2-465.0          701.0 1009.0 36:51.119 13:37.13  29.40  29.73    ...  >0.51  -0.02   5.83   0.06  0.10   0.47    5          S
2-466.0         1481.0 1006.0 36:49.312 14:05.50  27.71  27.76  >0.64   0.23   0.07  16.21   0.23  0.20   0.34  159          S
2-467.0         1876.0 1008.0 36:48.415 14:19.92  28.87  29.25 >-0.43   0.39  -0.33   6.81   0.08  0.13   0.33   55          S
2-468.0          383.0 1010.0 36:51.855 13:25.55  28.30  28.49 >-0.15   0.66  -0.12  10.65   0.14  0.12   0.91  133          S
2-469.0         1044.0 1006.0 36:50.316 13:49.57  27.18  27.30  >0.17   1.01   0.03  20.79   0.33  0.24   0.37  133          S
2-470.0         1206.0 1012.0 36:49.975 13:55.57 >30.77 >30.77    ...    ...  >1.94   4.86   0.04  0.07   0.88   20          S
2-471.0          717.0 1013.0 36:51.104 13:37.77  28.72  28.92 >-0.75   0.99   0.57  11.40   0.10  0.10   0.91  165          S
2-472.0          159.0 1012.0 36:52.379 13:17.42  28.77  28.65  >0.18  -0.02  -0.20   7.21   0.09  0.11   0.44  101          S
2-473.0         1624.0 1018.0 36:49.046 14:10.90  29.14  29.54    ...  >0.64   0.10   6.31   0.06  0.09   0.53   22          S
2-475.0          559.0 1014.0 36:51.472 13:32.03  26.59  26.62  >1.53   0.28   0.15  36.97   0.34  0.15   0.65   91          S
2-476.0         1424.0 1020.0 36:49.516 14:03.65  28.06  28.26  >0.35   0.26  -0.15  11.83   0.18  0.17   0.35   55          S
2-477.0          249.0 1022.0 36:52.225 13:20.86  28.93  28.99 >-0.06   0.27  -0.35   7.49   0.08  0.11   0.43  161          S
2-478.0          352.0 1024.0 36:51.999 13:24.65  29.32  29.73    ...  >0.65 <-0.60   4.73   0.04  0.07   0.63  134          S
2-479.0         1821.0 1013.0 36:48.567 14:18.00  27.30  27.46  >0.35   0.61  -0.08  17.94   0.32  0.21   0.70   76          S
2-480.0          744.0 1012.0 36:51.036 13:38.74  26.91  26.98 >-0.02   1.38   0.72  33.93   0.38  0.22   0.32  103           
2-480.1          744.0 1012.0 36:51.036 13:38.74  27.21  27.38  >0.09   1.42   0.71  38.51   0.15  0.11   0.90  103          S
2-480.2          736.0 1022.0 36:51.107 13:38.61  28.47  28.64    ...  >1.51   0.55  16.95   0.07  0.09   0.88   72          S
2-481.0          485.0 1030.0 36:51.725 13:29.59  29.02  29.46 >-0.34   0.22  -0.04   6.36   0.07  0.10   0.42   91          S
2-482.0          828.0 1042.0 36:51.000 13:42.28  30.11  30.13 >-0.44  -0.15   0.09   4.43   0.05  0.12   0.25  115          S
2-483.0          789.0 1043.0 36:51.095 13:40.88  27.24  27.36  >1.03   0.09  -0.17  19.02   0.32  0.24   0.30   90          S
2-484.0          709.0 1049.0 36:51.310 13:38.06  29.82  30.05 >-0.27  -0.09   0.12   4.92   0.04  0.07   0.94  144          S
2-485.0         1850.0 1044.0 36:48.662 14:19.55  28.70  29.02 >-0.13   0.18  -0.21   7.21   0.11  0.12   0.82   99          S
2-486.0          306.0 1042.0 36:52.199 13:23.26  26.57  26.64   0.32   0.48   0.04  37.91   0.30  0.14   0.70   53          S
2-487.0         1461.0 1052.0 36:49.598 14:05.51  29.59  29.86    ...  >0.24   0.02   4.40   0.06  0.11   0.49   87          S
2-488.0         1761.0 1049.0 36:48.893 14:16.39  28.58  28.66  >0.01   0.35   0.65  13.13   0.12  0.10   0.68   91          S
2-489.0          309.0 1054.0 36:52.254 13:23.56  29.57  30.14    ...  >0.28   0.06   4.04   0.04  0.10   0.56   78          S
2-490.0         1725.0 1058.0 36:49.023 14:15.22  30.09  30.52    ... >-0.33   1.49   5.25   0.06  0.09   0.73   35          S
2-491.0         1610.0 1059.0 36:49.292 14:11.05  29.69  30.06 >-0.37  -0.10  -0.08   4.81   0.04  0.07   0.81   67          S
2-492.0          625.0 1061.0 36:51.565 13:35.19  29.55  29.88 >-0.11  -0.29   0.59   6.30   0.05  0.08   0.85   89          S
2-493.0         1016.0 1056.0 36:50.641 13:49.36  27.54  27.57 >-0.72   1.58   0.10  16.57   0.31  0.18   0.73   14          S
2-494.0         1291.0 1063.0 36:50.046 13:59.49  28.79  29.22 >-0.52   0.46  -0.16   6.43   0.10  0.15   0.57   72          S
2-495.0          947.0 1062.0 36:50.831 13:46.94  30.09  30.29 >-0.59  -0.04   0.62   5.22   0.04  0.07   0.63   82          S
2-496.0         1258.0 1058.0 36:50.096 13:58.21  26.67  26.65  >1.35   0.55   0.25  44.51   0.30  0.12   0.86  123          S
2-497.0         1635.0 1058.0 36:49.230 14:11.94  26.55  26.52   0.46   0.03   0.55  43.74   0.38  0.15   0.78   54          S
2-498.0         1817.0 1066.0 36:48.853 14:18.70  27.76  28.06    ...  >1.26   0.27  12.01   0.27  0.21   0.87  153          S
2-499.0          807.0 1065.0 36:51.168 13:41.89  28.53  28.73 >-0.26   0.64   0.15  10.17   0.12  0.11   0.69   25          S
2-500.0         1070.0 1070.0 36:50.590 13:51.55  29.30  29.69 >-0.61   0.48  -0.44   5.70   0.05  0.07   0.74  116          S
2-501.0          457.0 1072.0 36:52.008 13:29.25  29.87  30.32    ...  >0.09   0.34   4.52   0.04  0.07   0.72  104          S
2-502.0          575.0 1069.0 36:51.722 13:33.50  26.14  26.15   0.19   0.11   0.24  36.45   0.85  0.34   0.70  142           
2-502.1          575.0 1069.0 36:51.722 13:33.50  26.36  26.52   0.31   0.09   0.22  37.93   0.45  0.25   0.69   26          S
2-502.2          589.0 1062.0 36:51.653 13:33.90  28.02  28.18  -0.08   0.28   0.20  18.87   0.10  0.11   0.62  144          S
2-503.0         1426.0 1073.0 36:49.788 14:04.57  28.98  29.16  >0.03  -0.20   0.25   7.06   0.10  0.11   0.64  103          S
2-504.0         1774.0 1074.0 36:48.994 14:17.27  27.95  28.07  >0.20   0.46  -0.03  12.50   0.19  0.15   0.59   37          S
2-505.0         1013.0 1072.0 36:50.732 13:49.51  28.22  28.35 >-0.10   0.56   0.31  13.30   0.15  0.12   0.75   32          S
2-506.0          356.0 1069.0 36:52.225 13:25.52  26.60  26.65  >1.21   0.38   0.29  34.50   0.46  0.21   0.55  127          S
2-507.0          909.0 1074.0 36:50.981 13:45.75  27.29  27.38   0.14   0.00   0.44  28.71   0.21  0.12   0.80   14          S
2-508.0         1037.0 1080.0 36:50.718 13:50.51  30.18  30.34    ...  >0.07   0.77   5.21   0.04  0.07   0.66  152          S
2-509.0         1802.0 1078.0 36:48.950 14:18.35  28.47  28.62 >-0.54   1.09   0.24  10.90   0.11  0.12   0.61   39          S
2-510.0         1789.0 1070.0 36:48.938 14:17.75  27.82  28.02 >-0.06   0.82   0.08  14.03   0.19  0.19   0.29   91          S
2-511.0          389.0 1082.0 36:52.217 13:26.93  29.12  29.36 >-0.26   0.20  -0.44   6.04   0.08  0.13   0.48   42          S
2-512.0          505.0 1080.0 36:51.940 13:31.12  29.32  29.41    ...  >0.46   0.55   5.72   0.11  0.17   0.37  108          S
2-513.0         1231.0 1080.0 36:50.273 13:57.58  28.45  28.42  >0.32   0.06   0.43  11.59   0.19  0.16   0.71   70          S
2-514.0         1496.0 1051.0 36:49.512 14:06.77  22.75  22.80   0.57   0.76   0.98 394.24   4.51  0.41   0.66   74          S
2-515.0          363.0 1088.0 36:52.308 13:26.08  29.40  29.36 >-0.48   0.56   0.56   8.99   0.06  0.07   0.79   54          S
2-516.0         1247.0 1087.0 36:50.272 13:58.27  29.02  29.39 >-0.27   0.17   0.13   6.88   0.08  0.11   0.63    1          S
2-517.0         1873.0 1089.0 36:48.844 14:21.11  29.54  29.97    ...  >0.28   0.64   5.75   0.05  0.10   0.55   58          S
2-518.0          895.0 1091.0 36:51.102 13:45.51  29.45  29.65 >-0.33   0.21   0.26   6.35   0.06  0.10   0.61   45          S
2-519.0          921.0 1093.0 36:51.052 13:46.49  29.14  29.40 >-0.50   0.37   0.28   6.72   0.08  0.12   0.57   45          S
2-520.0          483.0 1094.0 36:52.063 13:30.55  28.42  28.55  >0.53   0.04  -0.25  11.29   0.10  0.08   0.75   19          S
2-521.0         1463.0 1091.0 36:49.797 14:06.21  28.00  28.18 >-0.04   0.51   0.55  12.10   0.24  0.20   0.29   85          S
2-522.0          267.0 1091.0 36:52.544 13:22.63  28.27  28.38 >-0.12   0.67  -0.34  11.76   0.12  0.15   0.33  109          S
2-523.0         1739.0 1100.0 36:49.210 14:16.41  29.01  29.31 >-0.54   0.57  -0.12   7.35   0.07  0.08   0.78   82          S
2-524.0          990.0 1100.0 36:50.931 13:49.12  26.44  26.51  >0.80   0.83   0.14  33.77   0.52  0.25   0.65  104           
2-524.1          990.0 1100.0 36:50.931 13:49.12  26.59  26.88  >0.91   0.89   0.18  39.65   0.22  0.18   0.64  152          S
2-524.2          996.0 1089.0 36:50.859 13:49.16  28.70  29.00 >-0.54   1.09   0.10  12.38   0.05  0.08   0.78  152          S
2-525.0         1321.0 1091.0 36:50.123 14:01.03  24.80  24.88   2.27   0.30   0.18  88.71   1.36  0.29   0.59   94          S
2-526.0         1266.0 1098.0 36:50.286 13:59.14  25.13  25.18   0.52   0.04   0.41 100.84   0.74  0.20   0.52  180          S
2-527.0         1288.0 1107.0 36:50.283 14:00.09  28.88  29.25  -1.23   0.62   0.37   6.80   0.11  0.14   0.49  120          S
2-528.0         1065.0 1109.0 36:50.805 13:51.99  29.07  29.40 >-0.27   0.06   0.73   7.63   0.09  0.10   0.70   39          S
2-529.0          991.0 1113.0 36:50.996 13:49.36  29.34  29.59    ...  >0.67  -0.36   6.22   0.05  0.07   0.94   77          S
2-530.0         1687.0 1112.0 36:49.392 14:14.71  28.92  29.25    ...  >0.62  -0.08   6.05   0.10  0.14   0.53  124          S
2-531.0          527.0 1096.0 36:51.973 13:32.18  24.10  24.14   0.54   0.54   0.99 193.07   1.92  0.30   0.88   31          S
2-532.0          764.0 1113.0 36:51.517 13:41.09  29.52  29.99    ...  >0.31  -0.02   4.99   0.05  0.08   0.68   77          S
2-533.0          395.0 1116.0 36:52.380 13:27.69  29.55  29.73 >-0.26   0.22  -0.50   5.76   0.04  0.07   0.64  122          S
2-534.0         1744.0 1114.0 36:49.271 14:16.82  29.51  29.82    ...  >0.34 <-0.22   4.15   0.06  0.09   0.78   65          S
2-535.0         1382.0 1111.0 36:50.087 14:03.58  27.68  27.64  >0.14   0.57   1.03  19.29   0.40  0.23   0.55  121          S
2-536.0          897.0 1121.0 36:51.254 13:46.07  29.43  29.91    ...  >0.37 <-0.29   4.62   0.05  0.08   0.50  168          S
2-537.0         2032.0 1060.0 36:48.328 14:26.44  19.49  19.52   1.02   0.60   0.30 1723.79  18.23  0.70   0.82   15          B
2-537.1         2032.0 1060.0 36:48.328 14:26.44  19.49  19.56   1.05   0.57   0.33 1986.62  15.09  0.68   0.82   20          B
2-537.2         1941.0 1039.0 36:48.427 14:22.79  27.11  27.18   0.98   0.15   0.09  23.17   0.26  0.31   0.33  129          S
2-537.11        2032.0 1060.0 36:48.328 14:26.44  19.50  19.57   1.06   0.57   0.33 2159.03  13.35  0.66   0.75   33          B
2-537.12        1917.0 1083.0 36:48.712 14:22.62  25.60  25.67   0.29   0.11   0.59  84.77   0.42  0.18   0.74   17          S
2-537.111       2032.0 1060.0 36:48.328 14:26.44  19.50  19.57   1.06   0.57   0.33 2267.71  12.39  0.65   0.71   36         BS
2-537.112       1953.0 1075.0 36:48.588 14:23.80  25.94  26.01   0.65   0.35   0.67  55.24   0.56  0.30   0.33  168          S
2-538.0          335.0 1122.0 36:52.549 13:25.60  28.92  29.03  -0.42   0.21   0.27   9.86   0.08  0.09   0.68  153          S
2-539.0          618.0 1115.0 36:51.863 13:35.80  26.48  26.52   0.84   0.10   0.33  38.84   0.44  0.19   0.51   38          S
2-540.0         1617.0 1119.0 36:49.589 14:12.27  29.22  29.54  >0.25  -0.49   0.38   6.59   0.08  0.11   0.55   79          S
2-541.0         1464.0 1122.0 36:49.957 14:06.74  29.22  29.31 >-0.49   0.46   0.08   7.19   0.08  0.10   0.74  169          S
2-542.0          832.0 1125.0 36:51.424 13:43.76  28.59  28.73    ...  >1.14   0.05  11.10   0.09  0.09   0.91  124          S
2-543.0          668.0 1129.0 36:51.821 13:37.85  29.48  29.85    ...  >0.27   0.43   5.91   0.06  0.09   0.50   72          S
2-544.0         1589.0 1127.0 36:49.695 14:11.38  28.49  28.82  -0.21   0.17  -0.15   7.35   0.12  0.15   0.67  132          S
2-545.0         1283.0 1127.0 36:50.398 14:00.23  27.77  27.87  >0.52   0.38  -0.06  15.58   0.19  0.14   0.61   99          S
2-546.0          415.0 1130.0 36:52.407 13:28.65  29.62  30.05    ...  >0.33  -0.08   4.63   0.04  0.09   0.40   59          S
2-547.0          857.0 1124.0 36:51.361 13:44.66  25.89  25.93   1.87   0.14   0.03  54.65   0.47  0.19   0.57   98          S
2-548.0          901.0 1134.0 36:51.312 13:46.42  28.86  29.03 >-0.65   0.87  -0.03   9.04   0.07  0.08   0.91  112          S
2-549.0         1294.0 1137.0 36:50.425 14:00.79  29.73  30.14    ...  >0.21   1.06   6.13   0.05  0.08   0.77   58          S
2-550.0         1606.0 1140.0 36:49.724 14:12.21  29.29  29.67    ...  >0.41   0.07   5.19   0.07  0.12   0.39  140          S
2-551.0          690.0 1140.0 36:51.828 13:38.83  28.54  28.76    ...  >1.03   0.70  11.79   0.13  0.12   0.79   79          S
2-552.0         1156.0 1144.0 36:50.779 13:55.87  29.53  29.90 >-0.57   0.32  -0.27   4.86   0.04  0.08   0.62   93          S
2-553.0         1084.0 1148.0 36:50.965 13:53.31  29.16  29.22 >-0.54   0.68   0.40   9.18   0.08  0.08   0.77  124          S
2-554.0          399.0 1151.0 36:52.554 13:28.40  27.53  27.64  >0.29   0.64   0.18  17.56   0.26  0.23   0.36   52           
2-554.1          399.0 1151.0 36:52.554 13:28.40  27.83  27.99  >0.48   0.49   0.13  17.74   0.14  0.12   0.67    6          S
2-554.2          397.0 1138.0 36:52.491 13:28.12  29.07  29.22    ...  >0.85   0.45   8.89   0.08  0.10   0.69  118          S
2-555.0         1067.0 1152.0 36:51.025 13:52.76  29.30  29.98 >-0.59   0.09   0.38   5.16   0.06  0.10   0.39  148          S
2-556.0         1898.0 1153.0 36:49.121 14:23.05  29.13  29.36 >-0.28   0.32  -0.46   6.42   0.06  0.10   0.46  116          S
2-557.0          253.0 1152.0 36:52.894 13:23.10  27.71  27.89 >-0.02   0.78   0.43  16.57   0.21  0.13   0.70   28          S
2-558.0         1523.0 1157.0 36:50.004 14:09.45  28.48  28.70  >0.17   0.14  -0.71   7.88   0.12  0.15   0.57  173          S
2-559.0         1889.0 1160.0 36:49.178 14:22.84  28.74  28.98 >-0.41   0.68  -0.19   8.60   0.09  0.09   0.93  164          S
2-560.0         1762.0 1153.0 36:49.434 14:18.10  27.68  27.92    ...  >1.25   0.48  13.74   0.32  0.26   0.36   53          S
