Wavelength     Transmission   Atm. Trans    Tot. Trans.
(micron)       (fractional)   (fractional)  (fractional)
      101.300     0.144471    0.0804185    0.0116182
      101.400     0.140103     0.252222    0.0353371
      101.500     0.136084     0.255060    0.0347097
      101.600     0.132462     0.515061    0.0682259
      101.700     0.128736     0.602459    0.0775582
      101.800     0.124694     0.664151    0.0828159
      101.900     0.120430     0.635761    0.0765646
      102.000     0.116214     0.339444    0.0394481
      102.100     0.112029     0.763229    0.0855035
      102.200     0.108161     0.793932    0.0858727
      102.300     0.104837     0.180865    0.0189612
      102.400     0.102280     0.809139    0.0827588
      102.500    0.0993825     0.849996    0.0844747
      102.600    0.0960639     0.864206    0.0830190
      102.700    0.0927159     0.871990    0.0808473
      102.800    0.0896676     0.862406    0.0773298
      102.900    0.0868551     0.878942    0.0763406
      103.000    0.0841295     0.879431    0.0739861
      103.100    0.0814087     0.873208    0.0710867
      103.200    0.0786456     0.827435    0.0650741
      103.300    0.0758591     0.255421    0.0193760
      103.400    0.0732727     0.822150    0.0602411
      103.500    0.0708443     0.794440    0.0562815
      103.600    0.0685427     0.726090    0.0497682
      103.700    0.0664752     0.583720    0.0388029
      103.800    0.0644950     0.247702    0.0159756
      103.900    0.0624479      0.00000      0.00000
      104.000    0.0601990   0.00112057  6.74574e-05
      104.100    0.0581198      0.00000      0.00000
      104.200    0.0562189    0.0925598   0.00520360
      104.300    0.0543975     0.462640    0.0251665
      104.400    0.0525470     0.666187    0.0350061
      104.500    0.0507484     0.761221    0.0386307
      104.600    0.0489857     0.731465    0.0358313
      104.700    0.0472631     0.846689    0.0400171
      104.800    0.0455965     0.866760    0.0395212
      104.900    0.0440354     0.880499    0.0387731
      105.000    0.0425381     0.612311    0.0260466
      105.100    0.0410881     0.883057    0.0362831
      105.200    0.0397393     0.854563    0.0339597
      105.300    0.0383716     0.142416   0.00546473
      105.400    0.0370178     0.830295    0.0307357
      105.500    0.0357552     0.881340    0.0315125
      105.600    0.0346858     0.886642    0.0307539
      105.700    0.0336353     0.879933    0.0295968
      105.800    0.0325703     0.858093    0.0279484
      105.900    0.0314637     0.860051    0.0270604
      106.000    0.0304041     0.752819    0.0228888
      106.100    0.0293771     0.849685    0.0249613
      106.200    0.0283995     0.831621    0.0236176
      106.300    0.0275277     0.796997    0.0219395
      106.400    0.0266968     0.770827    0.0205786
      106.500    0.0258904     0.785392    0.0203341
      106.600    0.0250947     0.763863    0.0191690
      106.700    0.0242956     0.732735    0.0178022
      106.800    0.0234994     0.697399    0.0163884
      106.900    0.0226557     0.641496    0.0145335
      107.000    0.0219561     0.597251    0.0131133
      107.100    0.0213652     0.465484   0.00994514
      107.200    0.0208892     0.472942   0.00987938
      107.300    0.0203894     0.382164   0.00779208
      107.400    0.0198119     0.277936   0.00550643
      107.500    0.0191491     0.175765   0.00336576
      107.600    0.0184160    0.0775312   0.00142781
      107.700    0.0177998  0.000209122  3.72233e-06
      107.800    0.0172844  0.000483657  8.35974e-06
      107.900    0.0168288      0.00000      0.00000
      108.000    0.0163521      0.00000      0.00000
      108.100    0.0158802      0.00000      0.00000
      108.200    0.0154640      0.00000      0.00000
      108.300    0.0149562      0.00000      0.00000
      108.400    0.0144268   0.00440087  6.34905e-05
      108.500    0.0139330   0.00211437  2.94596e-05
      108.600    0.0135207     0.116451   0.00157449
      108.700    0.0131259     0.204343   0.00268219
      108.800    0.0127079     0.304078   0.00386421
      108.900    0.0122621     0.339560   0.00416373
      109.000    0.0118375     0.489377   0.00579302
      109.100    0.0114566     0.548128   0.00627968
      109.200    0.0111765     0.584960   0.00653782
      109.300    0.0108891     0.430108   0.00468349
      109.400    0.0105529     0.491870   0.00519068
      109.500    0.0102572     0.693711   0.00711552
      109.600   0.00997169     0.729330   0.00727265
      109.700   0.00970297     0.765886   0.00743137
      109.800   0.00937187     0.778892   0.00729967
      109.900   0.00904957     0.469232   0.00424635
      110.000   0.00877116     0.808968   0.00709559
      110.100   0.00858795     0.821015   0.00705084
      110.200   0.00839345     0.829427   0.00696175
      110.300   0.00813792     0.830605   0.00675940
      110.400   0.00787483     0.836788   0.00658956
      110.500   0.00761899     0.837648   0.00638203
      110.600   0.00738781     0.836093   0.00617689
      110.700   0.00715419     0.831593   0.00594938
      110.800   0.00692961     0.817459   0.00566467
      110.900   0.00674120     0.783581   0.00528228
      111.000   0.00664611     0.728193   0.00483965
      111.100   0.00659846     0.751553   0.00495909
      111.200   0.00655381     0.724005   0.00474499
      111.300   0.00642030     0.644825   0.00413997
      111.400   0.00621859     0.482097   0.00299796
      111.500   0.00598745     0.143358  0.000858345
      111.600   0.00576675      0.00000      0.00000
      111.700   0.00556226   0.00608188  3.38290e-05
      111.800   0.00538869     0.305220   0.00164474
      111.900   0.00522734     0.270018   0.00141147
      112.000   0.00507988     0.575585   0.00292390
      112.100   0.00498539     0.495224   0.00246888
      112.200   0.00492217     0.568512   0.00279831
      112.300   0.00492585     0.489588   0.00241164
      112.400   0.00487551     0.281419   0.00137206
      112.500   0.00477615      0.00000      0.00000
      112.600   0.00442561     0.177838  0.000787040
      112.700   0.00417619     0.296476   0.00123814
      112.800   0.00404736     0.212987  0.000862035
      112.900   0.00415200     0.173041  0.000718465
      113.000   0.00422560    0.0779521  0.000329394
      113.100   0.00411300    0.0262339  0.000107900
