# Units:
#  "lambda" is in Angstroms
#  "pass" is the contribution to the detector signal per photon
# 
# Bandpass Name(s): W3
# 
# Instrument: WISE
# 
# Determined by: WISE team
# 
# Date of determination: sometime before 2009-Aug-04
# 
# Meaning of/Reason for default column: Only column available
# 
# Notes:
#  Obtained from the web site
#   http://www.astro.ucla.edu/~wright/WISE/passbands.html
# 
# Mike Blanton, NYU 2011-Apr-11
|    lambda |      pass |    unc |
| 40300.004 | 2.561e-13 |  290.0 |
|   40400.0 | 1.681e-12 |  290.0 |
|   40500.0 | 2.498e-15 |  278.0 |
|   40600.0 | 1.014e-13 |  279.0 |
|   40700.0 | 1.699e-14 |  277.0 |
|   40800.0 | 1.824e-13 |  289.0 |
|   40900.0 | 4.371e-13 |  288.0 |
|   41000.0 | 5.179e-13 |  288.0 |
|   41100.0 | 1.594e-14 |  276.0 |
|   41200.0 | 2.314e-13 |  276.0 |
|   41300.0 | 2.656e-14 |  276.0 |
|   41400.0 |  1.57e-14 |  276.0 |
|   41500.0 | 3.399e-13 |  287.0 |
|   41600.0 | 1.939e-13 |  275.0 |
|   41700.0 | 1.544e-14 |  275.0 |
|   41800.0 | 5.167e-14 |  273.0 |
|   41900.0 | 7.325e-14 |  272.0 |
|   42000.0 | 3.341e-14 |  273.0 |
|   42100.0 | 7.784e-13 |  284.0 |
| 42199.996 | 8.746e-14 |  272.0 |
|   42300.0 | 6.948e-13 |  283.0 |
| 42399.996 | 1.384e-14 |  272.0 |
|   42500.0 | 8.174e-13 |  283.0 |
| 42600.004 |     5e-13 |  283.0 |
|   42700.0 | 6.165e-13 |  281.0 |
| 42800.004 | 2.025e-13 |  281.0 |
|   42900.0 | 2.248e-13 |  281.0 |
|   43000.0 | 2.233e-14 |  269.0 |
|   43100.0 | 9.104e-13 |  280.0 |
|   43200.0 | 8.079e-13 |  280.0 |
|   43300.0 | 6.019e-15 |  269.0 |
|   43400.0 | 4.916e-13 |  279.0 |
|   43500.0 | 1.016e-12 |  278.0 |
|   43600.0 | 6.785e-14 |  268.0 |
|   43700.0 | 2.168e-13 |  267.0 |
|   43800.0 | 1.159e-13 |  268.0 |
|   43900.0 | 3.107e-14 |  267.0 |
|   44000.0 | 8.764e-13 |  277.0 |
|   44100.0 | 2.337e-12 |  275.0 |
|   44200.0 | 8.609e-14 |  265.0 |
|   44300.0 | 1.381e-12 |  276.0 |
|   44400.0 | 3.351e-12 |  275.0 |
|   44500.0 | 4.077e-13 |  264.0 |
|   44600.0 |  2.25e-13 |  264.0 |
| 44699.996 | 1.447e-13 |  264.0 |
|   44800.0 | 5.122e-14 |  263.0 |
| 44899.996 | 1.469e-13 |  264.0 |
|   45000.0 | 1.213e-13 |  262.0 |
| 45100.004 | 1.456e-13 |  263.0 |
|   45200.0 | 1.822e-13 |  262.0 |
| 45300.004 | 2.083e-12 |  272.0 |
|   45400.0 | 1.237e-12 |  271.0 |
|   45500.0 | 3.622e-14 |  261.0 |
|   45600.0 | 3.862e-12 |  269.0 |
|   45700.0 | 2.748e-13 |  260.0 |
|   45800.0 | 2.075e-13 |  260.0 |
|   45900.0 | 1.405e-13 |  260.0 |
|   46000.0 | 2.944e-12 |  269.0 |
|   46100.0 | 2.392e-12 |  268.0 |
|   46200.0 | 2.962e-13 |  258.0 |
|   46300.0 |  2.42e-12 |  268.0 |
|   46400.0 | 4.177e-12 |  267.0 |
|   46500.0 | 3.011e-14 |  258.0 |
|   46600.0 | 3.443e-15 |  258.0 |
|   46700.0 | 2.757e-14 |  258.0 |
|   46800.0 | 2.291e-12 |  265.0 |
|   46900.0 | 1.163e-13 |  257.0 |
|   47000.0 | 1.381e-13 |  255.0 |
|   47100.0 | 9.779e-14 |  256.0 |
| 47199.996 | 4.176e-14 |  255.0 |
|   47300.0 | 4.826e-14 |  255.0 |
| 47399.996 | 2.152e-14 |  255.0 |
|   47500.0 | 9.154e-13 |  263.0 |
| 47600.004 | 1.865e-13 |  253.0 |
|   47700.0 | 5.911e-14 |  253.0 |
| 47800.004 | 1.742e-12 |  262.0 |
|   47900.0 |  1.35e-13 |  253.0 |
|   48000.0 | 1.242e-13 |  253.0 |
|   48100.0 | 1.021e-13 |  252.0 |
|   48200.0 |  4.28e-12 |  261.0 |
|   48300.0 | 1.574e-14 |  251.0 |
|   48400.0 | 1.514e-12 |  260.0 |
|   48500.0 |  5.62e-12 |  258.0 |
|   48600.0 | 4.841e-12 |  259.0 |
|   48700.0 | 2.116e-13 |  251.0 |
|   48800.0 | 3.672e-13 |  249.0 |
|   48900.0 | 4.443e-13 |  250.0 |
|   49000.0 | 8.335e-14 |  249.0 |
|   49100.0 | 9.692e-14 |  249.0 |
|   49200.0 | 1.004e-13 |  248.0 |
|   49300.0 |  7.43e-12 |  256.0 |
|   49400.0 | 5.981e-12 |  256.0 |
|   49500.0 | 5.799e-12 |  255.0 |
|   49600.0 | 1.227e-11 |  255.0 |
| 49699.996 | 1.786e-11 |  254.0 |
|   49800.0 | 1.151e-11 |  254.0 |
| 49899.996 | 2.274e-13 |  246.0 |
|   50000.0 | 1.781e-11 |  253.0 |
| 50100.004 | 1.094e-11 |  253.0 |
|   50200.0 |   7.1e-12 |  251.0 |
| 50300.004 | 2.239e-12 |  244.0 |
|   50400.0 | 5.988e-12 |  244.0 |
|   50500.0 | 1.045e-10 |  251.0 |
|   50600.0 | 1.881e-10 |  251.0 |
|   50700.0 | 1.288e-11 |  243.0 |
|   50800.0 | 2.693e-11 |  243.0 |
|   50900.0 | 1.131e-11 |  243.0 |
|   51000.0 | 1.081e-10 |  249.0 |
|   51100.0 | 5.374e-08 |   79.0 |
|   51200.0 | 5.282e-08 |   78.0 |
|   51300.0 | 5.672e-08 |   77.0 |
|   51400.0 | 4.036e-08 |   76.0 |
|   51500.0 | 4.115e-08 |   76.0 |
|   51600.0 | 3.799e-08 |   75.0 |
|   51700.0 | 3.526e-08 |   75.0 |
|   51800.0 | 3.261e-08 |   76.0 |
|   51900.0 | 4.859e-08 |   76.0 |
|   52000.0 | 4.647e-08 |   77.0 |
|   52100.0 | 3.574e-08 |   77.0 |
| 52199.996 | 3.056e-08 |   78.0 |
|   52300.0 | 3.124e-08 |   78.0 |
| 52399.996 | 3.269e-08 |   79.0 |
|   52500.0 | 4.826e-08 |   79.0 |
| 52600.004 |  3.99e-08 |   79.0 |
|   52700.0 |  4.06e-08 |   78.0 |
| 52800.004 | 4.437e-08 |   78.0 |
|   52900.0 | 5.022e-08 |   77.0 |
|   53000.0 | 4.027e-08 |   76.0 |
|   53100.0 | 5.383e-08 |   75.0 |
|   53200.0 | 5.773e-08 |   74.0 |
|   53300.0 | 6.049e-08 |   73.0 |
|   53400.0 | 5.459e-08 |   72.0 |
|   53500.0 | 5.656e-08 |   72.0 |
|   53600.0 | 3.697e-08 |   71.0 |
|   53700.0 | 4.265e-08 |   70.0 |
|   53800.0 | 5.231e-08 |   70.0 |
|   53900.0 | 5.364e-08 |   70.0 |
|   54000.0 | 5.302e-08 |   71.0 |
|   54100.0 | 5.353e-08 |   71.0 |
|   54200.0 | 4.134e-08 |   71.0 |
|   54300.0 | 3.768e-08 |   71.0 |
|   54400.0 | 5.099e-08 |   70.0 |
|   54500.0 | 6.304e-08 |   70.0 |
|   54600.0 | 6.161e-08 |   69.0 |
| 54699.996 |  6.96e-08 |   69.0 |
|   54800.0 | 7.167e-08 |   68.0 |
| 54899.996 | 6.998e-08 |   67.0 |
|   55000.0 | 7.024e-08 |   66.0 |
| 55100.004 | 7.112e-08 |   66.0 |
|   55200.0 | 7.209e-08 |   66.0 |
| 55300.004 | 7.247e-08 |   65.0 |
|   55400.0 | 7.191e-08 |   66.0 |
|   55500.0 | 7.223e-08 |   66.0 |
|   55600.0 | 7.243e-08 |   67.0 |
|   55700.0 | 7.253e-08 |   68.0 |
|   55800.0 | 7.268e-08 |   69.0 |
|   55900.0 | 7.172e-08 |   70.0 |
|   56000.0 | 7.139e-08 |   70.0 |
|   56100.0 | 7.079e-08 |   72.0 |
|   56200.0 | 7.244e-08 |   73.0 |
|   56300.0 | 7.253e-08 |   75.0 |
|   56400.0 | 7.072e-08 |   76.0 |
|   56500.0 | 6.998e-08 |   76.0 |
|   56600.0 | 6.911e-08 |   74.0 |
|   56700.0 | 6.902e-08 |   73.0 |
|   56800.0 |  6.76e-08 |   71.0 |
|   56900.0 | 6.554e-08 |   70.0 |
|   57000.0 | 6.512e-08 |   68.0 |
|   57100.0 |  6.71e-08 |   67.0 |
| 57199.996 | 6.579e-08 |   66.0 |
|   57300.0 |  6.57e-08 |   65.0 |
| 57399.996 | 6.797e-08 |   64.0 |
|   57500.0 | 7.022e-08 |   65.0 |
| 57600.004 | 7.159e-08 |   66.0 |
|   57700.0 | 7.197e-08 |   66.0 |
| 57800.004 | 7.066e-08 |   65.0 |
|   57900.0 | 7.329e-08 |   64.0 |
|   58000.0 | 7.403e-08 |   65.0 |
|   58100.0 | 7.552e-08 |   65.0 |
|   58200.0 | 7.891e-08 |   66.0 |
|   58300.0 | 7.952e-08 |   66.0 |
|   58400.0 | 7.898e-08 |   65.0 |
|   58500.0 |  8.06e-08 |   64.0 |
|   58600.0 | 7.883e-08 |   64.0 |
|   58700.0 | 7.931e-08 |   65.0 |
|   58800.0 | 8.019e-08 |   66.0 |
|   58900.0 | 8.298e-08 |   66.0 |
|   59000.0 | 8.105e-08 |   65.0 |
|   59100.0 | 8.085e-08 |   64.0 |
|   59200.0 | 8.087e-08 |   64.0 |
|   59300.0 |  8.39e-08 |   65.0 |
|   59400.0 |  8.45e-08 |   65.0 |
|   59500.0 | 8.642e-08 |   65.0 |
|   59600.0 | 8.803e-08 |   64.0 |
| 59699.996 |  9.06e-08 |   65.0 |
|   59800.0 | 8.867e-08 |   66.0 |
| 59899.996 | 9.125e-08 |   66.0 |
|   60000.0 | 8.951e-08 |   67.0 |
| 60100.004 | 9.021e-08 |   68.0 |
|   60200.0 | 9.268e-08 |   68.0 |
| 60300.004 |  9.34e-08 |   69.0 |
|   60400.0 | 9.762e-08 |   72.0 |
|   60500.0 | 9.764e-08 |   73.0 |
|   60600.0 | 9.402e-08 |   73.0 |
|   60700.0 | 9.818e-08 |   72.0 |
|   60800.0 | 9.727e-08 |   71.0 |
|   60900.0 | 1.032e-07 |   71.0 |
|   61000.0 | 1.071e-07 |   70.0 |
|   61100.0 | 1.126e-07 |   71.0 |
|   61200.0 | 1.211e-07 |   72.0 |
|   61300.0 | 1.414e-07 |   71.0 |
|   61400.0 | 1.653e-07 |   74.0 |
|   61500.0 | 2.071e-07 |   78.0 |
|   61600.0 | 2.557e-07 |   84.0 |
|   61700.0 |  3.35e-07 |   95.0 |
|   61800.0 | 4.488e-07 |  114.0 |
|   61900.0 |  6.24e-07 |  140.0 |
|   62000.0 | 8.665e-07 |  170.0 |
|   62100.0 |  1.09e-06 |  219.0 |
| 62199.996 | 1.231e-06 |  267.0 |
|   62300.0 | 1.654e-06 |  301.0 |
| 62399.996 | 1.282e-06 |  308.0 |
|   62500.0 | 1.848e-06 |  282.0 |
| 62600.004 | 1.569e-06 |  306.0 |
|   62700.0 | 1.588e-06 |  339.0 |
| 62800.004 | 1.982e-06 |  357.0 |
|   62900.0 | 1.164e-06 |  444.0 |
|   63000.0 | 1.417e-06 |  478.0 |
|   63100.0 | 1.082e-06 |  523.0 |
|   63200.0 | 6.288e-07 |  527.0 |
|   63300.0 | 8.237e-07 |  485.0 |
|   63400.0 | 1.566e-06 |  429.0 |
|   63500.0 | 9.639e-07 |  465.0 |
|   63600.0 |  6.26e-09 |  907.0 |
|   63700.0 | 2.109e-07 |  701.0 |
|   63800.0 | 5.801e-09 |  919.0 |
|   63900.0 |  1.45e-06 |  405.0 |
|   64000.0 | 1.747e-06 |  380.0 |
|   64100.0 | 1.298e-06 |  444.0 |
|   64200.0 | 1.127e-06 |  492.0 |
|   64300.0 | 1.954e-06 |  496.0 |
|   64400.0 | 1.302e-08 |  931.0 |
|   64500.0 | 3.667e-07 |  700.0 |
|   64600.0 | 4.162e-09 |  910.0 |
| 64699.996 | 5.823e-07 |  515.0 |
|   64800.0 | 3.356e-07 |  566.0 |
| 64899.996 | 1.845e-07 |  614.0 |
|   65000.0 | 1.266e-07 |  641.0 |
| 65100.004 | 1.428e-06 |  680.0 |
|   65200.0 | 4.058e-06 |  562.0 |
| 65300.004 | 3.138e-06 |  562.0 |
|   65400.0 | 5.837e-07 |  680.0 |
|   65500.0 | 2.648e-07 |  680.0 |
|   65600.0 | 4.808e-08 |  707.0 |
|   65700.0 |  5.74e-11 | 1000.0 |
|   65800.0 | 4.531e-11 | 1000.0 |
|   65900.0 | 3.605e-11 | 1000.0 |
|   66000.0 | 2.984e-11 | 1000.0 |
|   66100.0 | 2.776e-11 | 1000.0 |
|   66200.0 | 2.961e-11 | 1000.0 |
|   66300.0 | 6.492e-08 |  707.0 |
|   66400.0 |  3.98e-08 |  707.0 |
|   66500.0 | 5.087e-11 | 1000.0 |
|   66600.0 |   6.1e-11 | 1000.0 |
|   66700.0 | 6.807e-11 | 1000.0 |
|   66800.0 | 7.298e-11 | 1000.0 |
|   66900.0 | 7.628e-11 | 1000.0 |
|   67000.0 | 1.473e-07 |  707.0 |
|   67100.0 | 6.826e-11 | 1000.0 |
|   67200.0 | 5.746e-11 | 1000.0 |
|   67300.0 | 1.222e-07 |  562.0 |
|   67400.0 | 3.187e-06 |  562.0 |
|   67500.0 |   3.9e-07 |  679.0 |
|   67600.0 | 2.938e-06 |  563.0 |
|   67700.0 |  2.84e-06 |  563.0 |
|   67800.0 |  7.78e-07 |  680.0 |
|   67900.0 | 4.565e-06 |  562.0 |
|   68000.0 |  1.19e-06 |  680.0 |
|   68100.0 | 6.164e-06 |  562.0 |
|   68200.0 | 1.169e-05 |  563.0 |
|   68300.0 | 8.813e-06 |  562.0 |
|   68400.0 | 1.111e-05 |  562.0 |
|   68500.0 | 8.323e-06 |  562.0 |
|   68600.0 | 2.384e-06 |  680.0 |
|   68700.0 | 2.573e-06 |  680.0 |
|   68800.0 | 9.819e-06 |  562.0 |
|   68900.0 | 1.291e-05 |  562.0 |
|   69000.0 | 1.749e-05 |  563.0 |
|   69100.0 | 3.118e-06 |  680.0 |
|   69200.0 | 1.694e-05 |  562.0 |
|   69300.0 | 3.068e-06 |  681.0 |
|   69400.0 | 3.033e-06 |  680.0 |
|   69500.0 | 3.025e-06 |  680.0 |
|   69600.0 | 3.058e-06 |  680.0 |
|   69700.0 | 3.277e-06 |  680.0 |
|   69800.0 | 1.139e-05 |  562.0 |
|   69900.0 | 3.415e-06 |  680.0 |
|   70000.0 | 3.014e-06 |  681.0 |
|   70100.0 | 1.098e-05 |  562.0 |
|   70200.0 | 6.252e-09 | 1000.0 |
|   70300.0 | 8.193e-09 | 1000.0 |
|   70400.0 | 5.188e-07 |  707.0 |
|   70500.0 |  1.38e-08 | 1000.0 |
|   70600.0 | 2.341e-06 |  707.0 |
|   70700.0 | 2.337e-08 | 1000.0 |
|   70800.0 | 3.016e-08 | 1000.0 |
|   70900.0 | 3.896e-08 | 1000.0 |
|   71000.0 | 4.282e-06 |  707.0 |
|   71100.0 | 6.511e-08 | 1000.0 |
|   71200.0 |  8.52e-08 | 1000.0 |
|   71300.0 |  1.12e-07 | 1000.0 |
|   71400.0 | 1.478e-07 | 1000.0 |
|   71500.0 | 1.992e-07 | 1000.0 |
|   71600.0 | 9.977e-06 |  707.0 |
|   71700.0 | 3.732e-07 | 1000.0 |
|   71800.0 | 5.211e-07 | 1000.0 |
|   71900.0 | 7.329e-07 | 1000.0 |
|   72000.0 | 2.367e-05 |  707.0 |
|   72100.0 |  0.001449 |  245.0 |
|   72200.0 |  0.001426 |  241.0 |
|   72300.0 |  0.001781 |  194.0 |
|   72400.0 |  0.001871 |  211.0 |
|   72500.0 |  0.001722 |  236.0 |
|   72600.0 |  0.001807 |  202.0 |
|   72700.0 |  0.001602 |  223.0 |
|   72800.0 | 0.0009638 |  300.0 |
|   72900.0 |   0.00137 |  277.0 |
|   73000.0 |  0.002237 |  157.0 |
|   73100.0 |  0.002801 |  106.0 |
|   73200.0 |   0.00298 |  154.0 |
|   73300.0 |  0.002918 |  157.0 |
|   73400.0 |  0.003123 |  138.0 |
|   73500.0 |  0.003044 |  123.0 |
|   73600.0 |  0.002752 |  128.0 |
|   73700.0 |  0.002747 |  152.0 |
|   73800.0 |  0.002611 |  143.0 |
|   73900.0 |  0.002777 |  119.0 |
|   74000.0 |  0.003004 |  152.0 |
|   74100.0 |  0.003507 |  198.0 |
|   74200.0 |  0.004445 |  185.0 |
|   74300.0 |  0.005815 |  131.0 |
|   74400.0 |  0.007552 |   83.0 |
|   74500.0 |  0.009546 |   58.0 |
|   74600.0 |   0.01174 |   54.0 |
|   74700.0 |   0.01417 |   62.0 |
|   74800.0 |   0.01724 |   72.0 |
|   74900.0 |   0.02125 |   84.0 |
|   75000.0 |   0.02693 |   95.0 |
|   75100.0 |   0.03488 |  105.0 |
|   75200.0 |   0.04599 |  113.0 |
|   75300.0 |   0.06104 |  118.0 |
|   75400.0 |   0.08063 |  118.0 |
|   75500.0 |    0.1044 |  112.0 |
|   75600.0 |     0.132 |  103.0 |
|   75700.0 |    0.1605 |   90.0 |
|   75800.0 |    0.1851 |   75.0 |
|   75900.0 |    0.2039 |   58.0 |
|   76000.0 |    0.2149 |   42.0 |
|   76100.0 |    0.2179 |   29.0 |
|   76200.0 |     0.214 |   20.0 |
|   76300.0 |     0.206 |   15.0 |
|   76400.0 |     0.196 |   13.0 |
|   76500.0 |     0.187 |   13.0 |
|   76600.0 |     0.179 |   12.0 |
|   76700.0 |     0.173 |   13.0 |
|   76800.0 |     0.168 |   15.0 |
|   76900.0 |     0.165 |   14.0 |
|   77000.0 |     0.164 |   14.0 |
|   77100.0 |     0.164 |   14.0 |
|   77200.0 |     0.164 |   13.0 |
|   77300.0 |     0.165 |   13.0 |
|   77400.0 |     0.166 |   13.0 |
|   77500.0 |     0.166 |   15.0 |
|   77600.0 |     0.167 |   15.0 |
|   77700.0 |     0.168 |   14.0 |
|   77800.0 |      0.17 |   12.0 |
|   77900.0 |     0.173 |   12.0 |
|   78000.0 |     0.176 |   12.0 |
|   78100.0 |     0.179 |   11.0 |
|   78200.0 |     0.182 |   10.0 |
|   78300.0 |     0.185 |   10.0 |
|   78400.0 |     0.188 |   11.0 |
|   78500.0 |      0.19 |   12.0 |
|   78600.0 |     0.192 |   13.0 |
|   78700.0 |     0.193 |   13.0 |
|   78800.0 |     0.194 |   13.0 |
|   78900.0 |     0.195 |   13.0 |
|   79000.0 |     0.197 |   14.0 |
|   79100.0 |     0.198 |   15.0 |
|   79200.0 |       0.2 |   17.0 |
|   79300.0 |     0.204 |   18.0 |
|   79400.0 |     0.207 |   18.0 |
|   79500.0 |     0.211 |   16.0 |
|   79600.0 |     0.216 |   15.0 |
|   79700.0 |     0.222 |   13.0 |
|   79800.0 |     0.228 |   13.0 |
|   79900.0 |     0.233 |   15.0 |
|   80000.0 |     0.237 |   15.0 |
|   80100.0 |      0.24 |   16.0 |
| 80200.008 |     0.243 |   17.0 |
|   80300.0 |     0.245 |   18.0 |
|   80400.0 |     0.247 |   17.0 |
|   80500.0 |     0.248 |   15.0 |
| 80600.008 |     0.248 |   13.0 |
|   80700.0 |     0.249 |   12.0 |
|   80800.0 |     0.249 |   13.0 |
|   80900.0 |     0.251 |   13.0 |
|   81000.0 |     0.252 |   15.0 |
|   81100.0 |     0.252 |   15.0 |
|   81200.0 |     0.252 |   16.0 |
|   81300.0 |     0.251 |   16.0 |
|   81400.0 |     0.249 |   16.0 |
|   81500.0 |     0.247 |   18.0 |
|   81600.0 |     0.244 |   20.0 |
|   81700.0 |     0.241 |   19.0 |
|   81800.0 |     0.239 |   16.0 |
| 81899.992 |     0.238 |   15.0 |
|   82000.0 |     0.236 |   15.0 |
|   82100.0 |     0.235 |   16.0 |
|   82200.0 |     0.233 |   17.0 |
| 82299.992 |     0.232 |   18.0 |
|   82400.0 |     0.231 |   18.0 |
|   82500.0 |     0.229 |   19.0 |
|   82600.0 |     0.226 |   21.0 |
| 82700.008 |     0.222 |   22.0 |
